map,RightTile,RightIpix,RightRA,RightDec
adapt_p11-715852394892384_a225-0_298_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_301_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_304_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_310_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_311_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_316_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_320_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_321_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_325_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_326_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_32_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_334_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_338_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_33_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_344_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_348_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_351_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_357_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_360_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_363_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_370_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_371_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_374_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_380_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_381_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_383_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_389_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_391_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_397_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_405_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_409_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_410_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_412_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_414_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_416_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_417_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_422_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_424_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_426_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_430_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_438_map.h5,1774,12224,225.0,78.28414916992188
adapt_p11-715852394892384_a225-0_446_map.h5,1774,12224,225.0,78.28414916992188
