map,RightTile,RightIpix,RightRA,RightDec
adapt_p11-715852394892384_a315-0_367_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_368_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_371_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_375_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_390_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_397_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_39_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_406_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_416_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_446_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_448_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_461_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_465_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_476_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_479_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_494_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_520_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_523_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_540_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_541_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_557_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_573_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_599_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_61_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_70_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_82_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_92_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a315-0_98_map.h5,1778,16320,315.0,78.28414916992188
adapt_p11-715852394892384_a45-0_107_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_111_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_116_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_117_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_118_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_121_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_136_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_138_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_13_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_15_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_183_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_197_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_224_map.h5,1766,4032,45.0,78.28414916992188
adapt_p11-715852394892384_a45-0_243_map.h5,1766,4032,45.0,78.28414916992188
