fluence,length,alt,az,transient_id,est_length,n_src,n_bkg,alt_ml,az_ml,err,exp_angdist,conf,wait_time,mapping_time
4.598,0.364,78.284,135.000,321,0.4,846,127,76.814,127.500,2.183,2.643,0.9471,0.364,0.096
3.964,3.865,78.284,135.000,322,3.9,695,1412,76.077,135.000,2.207,2.428,0.7065,3.865,0.106
0.624,2.458,78.284,135.000,323,2.5,107,859,80.487,114.231,4.379,6.341,0.6686,2.458,0.574
4.578,3.543,78.284,135.000,324,3.5,754,1298,75.341,141.750,3.317,3.208,0.9372,3.543,0.099
4.763,0.512,78.284,135.000,325,0.5,809,178,79.753,138.214,1.591,1.631,0.6611,0.512,0.092
1.939,4.592,78.284,135.000,326,4.6,349,1728,76.077,144.474,3.041,3.429,0.6202,4.592,0.189
2.300,3.411,78.284,135.000,327,3.4,355,1276,76.814,137.500,1.566,2.180,0.0571,3.411,0.164
3.389,4.721,78.284,135.000,328,4.7,555,1807,77.549,129.706,1.329,1.757,0.1744,4.721,0.148
0.554,1.199,78.284,135.000,329,1.2,91,436,47.358,299.211,53.992,54.215,0.9999,1.199,0.847
4.154,3.133,78.284,135.000,32,3.1,695,1131,76.077,139.737,2.442,2.393,0.5449,3.133,0.118
4.185,3.559,78.284,135.000,330,3.6,707,1297,80.487,128.077,2.541,2.509,0.7476,3.559,0.107
1.946,4.154,78.284,135.000,331,4.2,379,1461,74.603,130.714,3.813,4.158,0.8005,4.154,0.168
4.131,2.938,78.284,135.000,332,2.9,674,1128,76.077,130.263,2.442,2.496,0.7194,2.938,0.103
2.557,0.322,78.284,135.000,333,0.3,470,124,76.077,130.263,2.442,2.608,0.7872,0.322,0.105
0.592,3.475,78.284,135.000,334,3.5,120,1260,78.284,30.937,18.423,16.483,0.9721,3.475,1.492
4.160,4.636,78.284,135.000,335,4.6,667,1729,76.814,142.500,2.183,2.379,0.7736,4.636,0.111
2.254,0.778,78.284,135.000,336,0.8,377,299,76.077,130.263,2.442,2.634,0.6984,0.778,0.107
0.905,2.697,78.284,135.000,337,2.7,146,919,76.077,144.474,3.041,4.383,0.2990,2.697,0.466
4.563,4.167,78.284,135.000,338,4.2,770,1537,76.077,139.737,2.442,2.712,0.8936,4.167,0.096
1.691,3.388,78.284,135.000,339,3.4,304,1258,75.341,123.750,3.892,3.609,0.4233,3.388,0.201
2.948,0.939,78.284,135.000,33,0.9,558,344,76.077,139.737,2.442,2.621,0.7937,0.939,0.092
3.348,0.822,78.284,135.000,340,0.8,572,309,76.814,127.500,2.183,2.579,0.8668,0.822,0.097
4.160,2.204,78.284,135.000,341,2.2,711,870,76.077,135.000,2.207,2.016,0.5834,2.204,0.097
2.938,4.922,78.284,135.000,342,4.9,519,1850,76.814,142.500,2.183,2.253,0.4148,4.922,0.187
2.211,2.483,78.284,135.000,343,2.5,345,897,70.165,121.667,8.841,8.117,0.9465,2.483,0.183
2.847,4.436,78.284,135.000,344,4.4,466,1675,75.341,141.750,3.317,3.677,0.8333,4.436,0.132
0.684,3.906,78.284,135.000,345,3.9,120,1496,72.388,125.625,6.338,7.063,0.9548,3.906,0.440
2.017,3.420,78.284,135.000,346,3.4,390,1274,75.341,137.250,2.987,3.248,0.7525,3.420,0.163
4.285,3.402,78.284,135.000,347,3.4,737,1249,76.814,137.500,1.566,2.025,0.5401,3.402,0.100
3.160,3.393,78.284,135.000,348,3.4,512,1158,77.549,135.000,0.735,1.453,0.0000,3.393,0.125
4.759,3.842,78.284,135.000,349,3.8,826,1460,77.549,135.000,0.735,1.037,0.0000,3.842,0.107
3.904,4.057,78.284,135.000,34,4.1,697,1456,74.603,130.714,3.813,3.534,0.9082,4.057,0.127
2.525,1.311,78.284,135.000,350,1.3,425,480,76.814,147.500,3.062,3.235,0.8700,1.311,0.109
1.221,1.901,78.284,135.000,351,1.9,235,698,74.603,100.714,8.671,10.585,0.9952,1.901,0.300
2.162,0.935,78.284,135.000,352,0.9,361,360,73.127,123.261,5.891,6.426,0.9981,0.935,0.132
2.228,3.494,78.284,135.000,353,3.5,343,1221,74.603,130.714,3.813,4.202,0.8901,3.494,0.128
2.388,0.988,78.284,135.000,354,1.0,416,377,74.603,139.286,3.813,3.601,0.9564,0.988,0.098
4.917,4.389,78.284,135.000,355,4.4,845,1693,76.814,137.500,1.566,1.725,0.4030,4.389,0.107
2.933,3.426,78.284,135.000,356,3.4,516,1274,76.814,137.500,1.566,2.094,0.3830,3.426,0.149
2.193,3.926,78.284,135.000,357,3.9,384,1363,76.077,130.263,2.442,2.913,0.5739,3.926,0.149
0.739,3.065,78.284,135.000,358,3.1,136,1141,76.077,135.000,2.207,3.531,0.1003,3.065,0.694
4.257,4.899,78.284,135.000,359,4.9,689,1790,80.487,162.692,5.488,4.499,0.9887,4.899,0.125
3.427,2.390,78.284,135.000,35,2.4,567,910,74.603,143.571,4.184,4.553,0.9911,2.390,0.095
4.283,3.773,78.284,135.000,360,3.8,695,1483,76.814,137.500,1.566,2.047,0.4546,3.773,0.109
1.484,4.540,78.284,135.000,361,4.5,260,1712,79.753,125.357,2.347,4.006,0.4709,4.540,0.226
4.836,2.096,78.284,135.000,362,2.1,830,807,79.753,131.786,1.591,2.061,0.7219,2.096,0.113
0.545,4.111,78.284,135.000,363,4.1,78,1450,73.127,131.087,5.244,9.701,0.5872,4.111,2.127
1.768,0.533,78.284,135.000,364,0.5,312,196,75.341,141.750,3.317,3.507,0.5207,0.533,0.192
3.825,2.239,78.284,135.000,365,2.2,628,826,76.077,135.000,2.207,2.372,0.6588,2.239,0.098
3.016,3.285,78.284,135.000,366,3.3,530,1195,75.341,141.750,3.317,3.665,0.8837,3.285,0.128
4.093,4.804,78.284,135.000,367,4.8,737,1753,76.814,127.500,2.183,1.804,0.3153,4.804,0.121
3.265,1.811,78.284,135.000,368,1.8,543,712,75.341,123.750,3.892,3.711,0.9367,1.811,0.115
0.546,1.483,78.284,135.000,369,1.5,68,526,84.150,286.875,17.096,26.739,0.8995,1.483,2.117
3.088,1.447,78.284,135.000,36,1.4,525,551,79.753,125.357,2.347,2.762,0.6448,1.447,0.112
1.146,1.899,78.284,135.000,370,1.9,193,712,78.284,132.188,0.571,2.406,0.0293,1.899,0.232
1.983,4.269,78.284,135.000,371,4.3,343,1586,76.814,147.500,3.062,3.474,0.6814,4.269,0.145
3.409,1.122,78.284,135.000,372,1.1,560,404,74.603,147.857,4.736,4.398,0.9782,1.122,0.106
3.411,3.967,78.284,135.000,373,4.0,625,1535,73.865,120.682,5.572,5.804,0.9997,3.967,0.117
1.476,4.352,78.284,135.000,374,4.4,234,1645,74.603,113.571,6.168,6.574,0.9949,4.352,0.264
1.992,2.702,78.284,135.000,375,2.7,351,1004,75.341,141.750,3.317,3.761,0.7704,2.702,0.230
3.237,3.607,78.284,135.000,376,3.6,550,1292,75.341,137.250,2.987,3.138,0.7532,3.607,0.124
3.039,4.416,78.284,135.000,377,4.4,489,1647,77.549,140.294,1.329,2.053,0.3792,4.416,0.138
4.334,4.514,78.284,135.000,378,4.5,747,1719,75.341,128.250,3.317,3.054,0.8835,4.514,0.100
2.540,3.830,78.284,135.000,379,3.8,482,1397,76.077,130.263,2.442,2.646,0.6997,3.830,0.114
1.330,4.441,78.284,135.000,37,4.4,252,1706,74.603,135.000,3.681,4.362,0.8035,4.441,0.275
1.043,2.288,78.284,135.000,380,2.3,200,856,73.865,124.773,5.042,5.666,0.8665,2.288,0.660
4.531,1.607,78.284,135.000,381,1.6,752,589,76.077,135.000,2.207,2.325,0.7565,1.607,0.112
2.356,3.448,78.284,135.000,382,3.4,417,1304,75.341,141.750,3.317,3.441,0.7549,3.448,0.157
1.220,0.821,78.284,135.000,383,0.8,213,279,76.814,127.500,2.183,2.991,0.3234,0.821,0.159
3.546,2.229,78.284,135.000,384,2.2,603,830,74.603,139.286,3.813,4.165,0.9894,2.229,0.100
4.272,4.388,78.284,135.000,385,4.4,708,1660,75.341,128.250,3.317,3.280,0.9288,4.388,0.106
4.283,1.288,78.284,135.000,386,1.3,762,466,74.603,143.571,4.184,3.940,0.9977,1.288,0.090
0.957,2.936,78.284,135.000,387,2.9,152,1156,71.648,138.600,6.699,7.097,0.9784,2.936,0.367
3.093,3.308,78.284,135.000,388,3.3,506,1189,76.814,147.500,3.062,2.873,0.7313,3.308,0.122
3.954,1.269,78.284,135.000,389,1.3,679,501,76.814,132.500,1.566,1.754,0.3544,1.269,0.102
0.864,4.604,78.284,135.000,38,4.6,149,1772,70.165,171.667,12.488,12.691,0.9894,4.604,0.460
0.927,4.702,78.284,135.000,390,4.7,135,1753,79.753,170.357,6.779,6.268,0.4575,4.702,0.706
4.349,1.273,78.284,135.000,391,1.3,732,430,79.753,138.214,1.591,2.020,0.8557,1.273,0.095
1.849,3.225,78.284,135.000,392,3.2,300,1219,79.753,138.214,1.591,2.553,0.1946,3.225,0.204
4.161,4.262,78.284,135.000,393,4.3,709,1627,79.753,144.643,2.347,2.184,0.8125,4.262,0.108
2.076,1.222,78.284,135.000,394,1.2,346,464,76.814,142.500,2.183,2.227,0.3962,1.222,0.118
4.655,3.338,78.284,135.000,395,3.3,795,1202,76.077,125.526,3.041,3.043,0.8927,3.338,0.115
2.083,3.755,78.284,135.000,396,3.8,322,1380,74.603,109.286,6.975,6.916,0.9154,3.755,0.187
3.259,2.207,78.284,135.000,397,2.2,515,818,79.753,138.214,1.591,1.954,0.5069,2.207,0.116
0.672,4.364,78.284,135.000,398,4.4,101,1635,22.670,22.500,72.201,66.947,0.9912,4.364,1.667
1.376,1.169,78.284,135.000,399,1.2,223,438,77.549,140.294,1.329,2.110,0.0027,1.169,0.195
3.973,1.701,78.284,135.000,39,1.7,694,649,75.341,128.250,3.317,3.265,0.9797,1.701,0.082
3.563,2.473,78.284,135.000,3,2.5,552,972,76.077,130.263,2.442,2.415,0.5781,2.473,0.108
0.802,0.750,78.284,135.000,400,0.8,133,272,74.603,126.429,4.184,4.681,0.5438,0.750,0.283
3.595,1.561,78.284,135.000,401,1.6,681,562,74.603,147.857,4.736,4.848,0.9994,1.561,0.113
4.926,2.728,78.284,135.000,402,2.7,862,1074,75.341,141.750,3.317,3.103,0.9728,2.728,0.097
2.364,3.320,78.284,135.000,403,3.3,381,1267,73.865,149.318,5.572,6.245,0.9892,3.320,0.145
1.806,4.918,78.284,135.000,404,4.9,316,1871,76.077,139.737,2.442,2.636,0.3156,4.918,0.162
2.927,4.748,78.284,135.000,405,4.7,490,1695,74.603,143.571,4.184,3.723,0.6619,4.748,0.153
1.878,4.646,78.284,135.000,406,4.6,337,1796,69.423,120.536,9.667,9.212,0.9039,4.646,0.262
4.336,2.891,78.284,135.000,407,2.9,760,1046,76.077,139.737,2.442,2.770,0.8840,2.891,0.103
4.896,0.449,78.284,135.000,408,0.4,819,160,75.341,141.750,3.317,3.340,0.9924,0.449,0.079
2.968,4.172,78.284,135.000,409,4.2,526,1591,77.549,140.294,1.329,1.651,0.1170,4.172,0.156
4.477,0.934,78.284,135.000,40,0.9,717,364,76.077,135.000,2.207,2.340,0.8206,0.934,0.086
2.667,0.257,78.284,135.000,410,0.3,439,110,76.077,139.737,2.442,2.343,0.5673,0.257,0.102
3.845,3.354,78.284,135.000,411,3.4,681,1229,74.603,147.857,4.736,4.456,0.9966,3.354,0.112
3.281,2.575,78.284,135.000,412,2.6,579,950,76.077,135.000,2.207,2.427,0.5425,2.575,0.108
4.915,4.392,78.284,135.000,413,4.4,851,1785,74.603,139.286,3.813,3.643,0.9968,4.392,0.097
2.499,4.244,78.284,135.000,414,4.2,435,1572,75.341,159.750,6.300,6.456,0.9974,4.244,0.136
4.722,1.069,78.284,135.000,415,1.1,836,395,75.341,141.750,3.317,3.750,0.9969,1.069,0.082
0.690,1.536,78.284,135.000,416,1.5,119,598,87.807,315.000,13.909,14.639,0.9292,1.536,0.420
2.643,4.491,78.284,135.000,417,4.5,487,1723,74.603,147.857,4.736,4.469,0.9681,4.491,0.142
3.519,4.657,78.284,135.000,418,4.7,613,1755,77.549,135.000,0.735,1.394,0.0000,4.657,0.127
2.773,1.981,78.284,135.000,419,2.0,424,717,76.814,137.500,1.566,1.948,0.1486,1.981,0.150
3.199,1.690,78.284,135.000,41,1.7,524,566,75.341,137.250,2.987,3.463,0.9581,1.690,0.096
4.676,4.251,78.284,135.000,420,4.3,750,1562,75.341,141.750,3.317,3.519,0.9675,4.251,0.125
0.951,1.962,78.284,135.000,421,2.0,188,698,76.814,137.500,1.566,3.343,0.1122,1.962,0.340
4.692,1.425,78.284,135.000,422,1.4,851,539,79.753,125.357,2.347,2.332,0.7579,1.425,0.103
2.142,4.371,78.284,135.000,423,4.4,387,1526,76.077,144.474,3.041,3.163,0.6110,4.371,0.186
2.278,3.181,78.284,135.000,424,3.2,415,1155,76.077,144.474,3.041,3.041,0.6341,3.181,0.161
1.433,2.170,78.284,135.000,425,2.2,238,848,73.865,177.955,10.918,9.598,0.9484,2.170,0.241
2.428,3.293,78.284,135.000,426,3.3,411,1303,79.753,125.357,2.347,2.842,0.7931,3.293,0.131
2.587,2.002,78.284,135.000,427,2.0,424,738,75.341,128.250,3.317,3.279,0.7422,2.002,0.121
1.513,1.013,78.284,135.000,428,1.0,266,364,74.603,139.286,3.813,4.783,0.8540,1.013,0.182
3.767,3.610,78.284,135.000,429,3.6,585,1366,74.603,147.857,4.736,4.798,0.9940,3.610,0.111
2.737,2.571,78.284,135.000,42,2.6,490,999,73.865,149.318,5.572,5.191,0.9847,2.571,0.126
2.782,0.384,78.284,135.000,430,0.4,484,141,75.341,150.750,4.620,5.443,0.9955,0.384,0.098
2.600,1.052,78.284,135.000,431,1.1,458,414,76.077,144.474,3.041,3.500,0.9533,1.052,0.104
3.671,0.284,78.284,135.000,432,0.3,604,108,76.814,137.500,1.566,1.717,0.4322,0.284,0.089
3.582,2.701,78.284,135.000,433,2.7,610,967,75.341,123.750,3.892,3.954,0.9596,2.701,0.112
1.570,3.924,78.284,135.000,434,3.9,276,1500,73.127,146.739,5.891,6.282,0.9933,3.924,0.152
4.128,0.285,78.284,135.000,435,0.3,741,101,75.341,141.750,3.317,3.603,0.9963,0.285,0.079
4.022,3.597,78.284,135.000,436,3.6,648,1311,76.814,137.500,1.566,1.848,0.4154,3.597,0.105
4.007,3.454,78.284,135.000,437,3.5,651,1262,76.814,142.500,2.183,2.717,0.8549,3.454,0.107
1.580,2.863,78.284,135.000,438,2.9,265,1115,79.753,125.357,2.347,2.382,0.5556,2.863,0.139
3.530,2.338,78.284,135.000,439,2.3,618,871,75.341,132.750,2.987,3.455,0.9674,2.338,0.091
0.683,4.634,78.284,135.000,43,4.6,137,1719,73.865,120.682,5.572,6.981,0.4141,4.634,1.105
4.867,4.855,78.284,135.000,440,4.9,828,1785,74.603,143.571,4.184,4.029,0.9816,4.855,0.118
1.180,2.990,78.284,135.000,441,3.0,175,1174,75.341,123.750,3.892,4.630,0.6173,2.990,0.291
3.010,1.023,78.284,135.000,442,1.0,494,388,78.284,132.188,0.571,1.330,0.3259,1.023,0.101
4.043,4.147,78.284,135.000,443,4.1,640,1649,75.341,141.750,3.317,3.465,0.9192,4.147,0.123
1.020,2.591,78.284,135.000,444,2.6,177,996,76.077,144.474,3.041,4.151,0.4132,2.591,0.285
4.691,3.521,78.284,135.000,445,3.5,778,1262,74.603,143.571,4.184,4.237,0.9980,3.521,0.174
1.182,0.878,78.284,135.000,446,0.9,195,317,79.753,131.786,1.591,2.372,0.5787,0.878,0.155
4.182,4.606,78.284,135.000,447,4.6,680,1690,74.603,139.286,3.813,3.729,0.9803,4.606,0.103
2.638,3.396,78.284,135.000,448,3.4,473,1247,75.341,137.250,2.987,3.471,0.8895,3.396,0.128
0.604,4.812,78.284,135.000,449,4.8,95,1766,38.682,27.422,55.660,50.702,0.8928,4.812,2.471
2.209,0.555,78.284,135.000,44,0.6,364,221,76.814,127.500,2.183,2.023,0.2128,0.555,0.148
0.795,1.023,78.284,135.000,450,1.0,132,398,77.549,129.706,1.329,2.820,0.1082,1.023,0.217
2.393,4.932,78.284,135.000,451,4.9,420,1782,76.077,139.737,2.442,2.692,0.5514,4.932,0.176
3.941,0.616,78.284,135.000,452,0.6,673,222,76.814,132.500,1.566,2.035,0.6035,0.616,0.094
4.137,1.582,78.284,135.000,453,1.6,662,630,75.341,132.750,2.987,3.236,0.9713,1.582,0.089
3.339,1.082,78.284,135.000,454,1.1,563,409,75.341,128.250,3.317,3.098,0.9039,1.082,0.088
3.973,1.434,78.284,135.000,455,1.4,659,518,76.814,137.500,1.566,1.753,0.2870,1.434,0.103
1.689,3.241,78.284,135.000,456,3.2,271,1190,76.077,125.526,3.041,4.006,0.6938,3.241,0.191
0.775,0.784,78.284,135.000,457,0.8,144,282,76.077,130.263,2.442,3.600,0.1984,0.784,0.227
0.892,3.395,78.284,135.000,458,3.4,175,1289,74.603,143.571,4.184,4.399,0.6943,3.395,0.250
3.912,0.571,78.284,135.000,459,0.6,683,216,75.341,132.750,2.987,3.151,0.9736,0.571,0.079
1.989,4.754,78.284,135.000,45,4.8,344,1821,73.865,149.318,5.572,5.831,0.9194,4.754,0.220
4.695,3.991,78.284,135.000,460,4.0,847,1497,76.077,130.263,2.442,2.396,0.8088,3.991,0.096
0.947,3.424,78.284,135.000,461,3.4,153,1331,70.907,140.192,7.498,8.046,0.9905,3.424,0.215
1.433,2.144,78.284,135.000,462,2.1,267,815,73.865,128.864,4.653,5.089,0.9140,2.144,0.166
1.142,4.745,78.284,135.000,463,4.7,185,1778,81.220,176.250,7.695,8.330,0.8637,4.745,0.417
4.311,4.214,78.284,135.000,464,4.2,712,1582,74.603,130.714,3.813,3.762,0.9783,4.214,0.106
4.641,2.542,78.284,135.000,465,2.5,788,919,77.549,129.706,1.329,1.525,0.3198,2.542,0.100
2.603,2.464,78.284,135.000,466,2.5,459,961,76.077,125.526,3.041,2.915,0.7354,2.464,0.128
1.453,0.482,78.284,135.000,467,0.5,246,201,71.648,124.200,7.176,6.857,0.9984,0.482,0.150
3.690,1.468,78.284,135.000,468,1.5,659,581,74.603,126.429,4.184,3.972,0.9944,1.468,0.091
1.576,1.065,78.284,135.000,469,1.1,298,388,74.603,143.571,4.184,4.109,0.9029,1.065,0.134
3.278,2.354,78.284,135.000,46,2.4,596,874,76.077,135.000,2.207,2.248,0.6456,2.354,0.111
4.652,4.412,78.284,135.000,470,4.4,784,1694,76.077,135.000,2.207,2.338,0.7355,4.412,0.106
3.671,0.303,78.284,135.000,471,0.3,630,109,75.341,128.250,3.317,3.561,0.9768,0.303,0.088
2.250,1.268,78.284,135.000,472,1.3,390,445,76.814,137.500,1.566,2.034,0.2005,1.268,0.126
4.845,4.237,78.284,135.000,473,4.2,832,1510,75.341,128.250,3.317,2.957,0.8445,4.237,0.109
1.250,3.572,78.284,135.000,474,3.6,199,1223,70.165,98.333,12.488,11.887,0.9822,3.572,0.402
3.035,4.813,78.284,135.000,475,4.8,542,1799,76.814,142.500,2.183,2.945,0.5343,4.813,0.191
3.634,0.411,78.284,135.000,476,0.4,581,143,75.341,146.250,3.892,4.191,0.9924,0.411,0.095
1.178,0.274,78.284,135.000,477,0.3,192,102,73.865,124.773,5.042,6.332,0.9342,0.274,0.211
1.515,2.422,78.284,135.000,478,2.4,267,923,76.814,142.500,2.183,2.873,0.3033,2.422,0.205
4.747,0.998,78.284,135.000,479,1.0,791,396,76.077,135.000,2.207,2.528,0.8869,0.998,0.081
2.436,4.524,78.284,135.000,47,4.5,438,1747,77.549,129.706,1.329,1.912,0.3282,4.524,0.364
4.138,3.818,78.284,135.000,480,3.8,712,1438,76.814,122.500,3.062,2.818,0.8830,3.818,0.100
1.587,4.346,78.284,135.000,481,4.3,261,1609,81.953,151.364,4.585,5.344,0.6712,4.346,0.361
0.638,4.036,78.284,135.000,482,4.0,120,1502,28.631,155.391,50.488,48.807,0.9990,4.036,0.893
2.652,1.425,78.284,135.000,483,1.4,437,541,77.549,135.000,0.735,1.483,0.0000,1.425,0.120
2.662,3.091,78.284,135.000,484,3.1,412,1099,75.341,150.750,4.620,5.721,0.9608,3.091,0.177
2.269,4.548,78.284,135.000,485,4.5,388,1745,75.341,123.750,3.892,4.290,0.8430,4.548,0.146
4.914,3.801,78.284,135.000,486,3.8,822,1416,79.019,135.000,0.735,1.252,0.5333,3.801,0.108
3.361,4.890,78.284,135.000,487,4.9,628,1811,76.814,137.500,1.566,1.540,0.0631,4.890,0.117
4.181,4.800,78.284,135.000,488,4.8,710,1796,77.549,140.294,1.329,1.752,0.4064,4.800,0.108
0.721,2.720,78.284,135.000,489,2.7,144,1013,80.487,86.538,8.902,9.779,0.6357,2.720,0.726
2.722,3.628,78.284,135.000,48,3.6,431,1373,76.814,127.500,2.183,2.811,0.6455,3.628,0.164
3.394,2.051,78.284,135.000,490,2.1,548,782,70.907,150.577,8.396,7.036,0.9999,2.051,0.114
2.456,1.649,78.284,135.000,491,1.6,429,600,76.814,142.500,2.183,2.466,0.5719,1.649,0.109
3.409,1.858,78.284,135.000,492,1.9,567,665,76.814,137.500,1.566,1.637,0.1410,1.858,0.111
1.320,2.018,78.284,135.000,493,2.0,226,758,74.603,139.286,3.813,5.237,0.7732,2.018,0.198
1.495,4.387,78.284,135.000,494,4.4,246,1613,81.953,135.000,3.669,5.255,0.5180,4.387,0.815
0.879,3.933,78.284,135.000,495,3.9,143,1430,72.388,155.625,7.790,9.453,0.9639,3.933,0.715
3.911,3.944,78.284,135.000,496,3.9,604,1457,76.077,130.263,2.442,2.262,0.5493,3.944,0.108
4.150,3.989,78.284,135.000,497,4.0,702,1465,76.077,125.526,3.041,3.294,0.9113,3.989,0.128
4.569,1.297,78.284,135.000,498,1.3,748,436,76.814,137.500,1.566,1.632,0.3707,1.297,0.092
4.739,4.003,78.284,135.000,499,4.0,734,1531,76.077,144.474,3.041,3.155,0.9500,4.003,0.099
3.159,1.512,78.284,135.000,49,1.5,509,558,76.814,127.500,2.183,2.635,0.6767,1.512,0.190
2.863,0.958,78.284,135.000,4,1.0,447,392,76.077,139.737,2.442,2.512,0.6800,0.958,0.198
3.235,3.877,78.284,135.000,500,3.9,581,1438,79.019,141.000,1.390,2.109,0.6848,3.877,0.121
3.807,0.850,78.284,135.000,501,0.9,639,311,77.549,135.000,0.735,1.380,0.0000,0.850,0.132
2.633,0.732,78.284,135.000,502,0.7,488,277,79.753,138.214,1.591,2.217,0.7424,0.732,0.129
4.765,3.802,78.284,135.000,503,3.8,803,1397,75.341,128.250,3.317,3.396,0.9740,3.802,0.091
1.397,3.307,78.284,135.000,504,3.3,248,1251,79.019,141.000,1.390,2.479,0.3698,3.307,0.171
2.137,3.818,78.284,135.000,505,3.8,325,1491,78.284,132.188,0.571,2.425,0.2528,3.818,0.184
2.579,4.934,78.284,135.000,506,4.9,436,1814,75.341,146.250,3.892,3.886,0.8930,4.934,0.129
4.358,1.311,78.284,135.000,507,1.3,767,477,76.077,139.737,2.442,2.653,0.9211,1.311,0.092
2.988,2.755,78.284,135.000,508,2.8,470,1035,76.077,130.263,2.442,2.422,0.5385,2.755,0.145
1.406,2.282,78.284,135.000,509,2.3,252,823,74.603,139.286,3.813,4.953,0.6849,2.282,0.227
4.680,1.590,78.284,135.000,50,1.6,763,592,75.341,141.750,3.317,3.110,0.9584,1.590,0.088
3.695,4.289,78.284,135.000,510,4.3,641,1641,76.077,130.263,2.442,2.447,0.5386,4.289,0.174
3.876,1.044,78.284,135.000,511,1.0,659,403,75.341,141.750,3.317,3.561,0.9870,1.044,0.091
3.683,4.314,78.284,135.000,512,4.3,602,1473,76.814,137.500,1.566,1.897,0.3334,4.314,0.133
0.686,2.748,78.284,135.000,513,2.7,108,1012,79.019,165.000,5.882,7.140,0.3865,2.748,0.855
3.754,1.062,78.284,135.000,514,1.1,628,410,77.549,140.294,1.329,1.486,0.3300,1.062,0.114
1.587,1.037,78.284,135.000,515,1.0,276,427,74.603,126.429,4.184,4.067,0.8931,1.037,0.149
2.963,3.869,78.284,135.000,516,3.9,524,1443,75.341,146.250,3.892,3.875,0.9125,3.869,0.146
1.735,3.363,78.284,135.000,517,3.4,328,1244,76.814,127.500,2.183,3.664,0.3954,3.363,0.250
3.895,3.403,78.284,135.000,518,3.4,701,1299,76.814,137.500,1.566,1.721,0.3493,3.403,0.173
2.014,0.612,78.284,135.000,519,0.6,350,205,73.865,141.136,4.653,4.460,0.9855,0.612,0.111
0.705,1.458,78.284,135.000,51,1.5,110,565,63.448,246.250,32.542,32.153,0.9994,1.458,0.483
2.584,3.379,78.284,135.000,520,3.4,445,1221,76.077,144.474,3.041,3.786,0.7543,3.379,0.287
2.801,3.887,78.284,135.000,521,3.9,462,1447,73.127,135.000,5.157,5.205,0.9981,3.887,0.219
3.096,2.904,78.284,135.000,522,2.9,520,1053,76.814,142.500,2.183,2.504,0.4951,2.904,0.138
1.142,3.260,78.284,135.000,523,3.3,209,1254,78.284,126.562,1.712,2.904,0.3328,3.260,0.231
4.226,4.497,78.284,135.000,524,4.5,750,1689,76.814,127.500,2.183,2.374,0.8416,4.497,0.102
2.777,1.422,78.284,135.000,525,1.4,446,497,81.220,146.250,3.540,3.883,0.8858,1.422,0.145
2.547,0.622,78.284,135.000,526,0.6,451,259,79.753,131.786,1.591,2.203,0.6500,0.622,0.116
3.064,2.251,78.284,135.000,527,2.3,486,790,76.814,137.500,1.566,2.102,0.3406,2.251,0.129
1.531,2.068,78.284,135.000,528,2.1,271,772,75.341,137.250,2.987,3.903,0.8290,2.068,0.157
4.857,4.021,78.284,135.000,529,4.0,799,1588,75.341,128.250,3.317,3.474,0.9803,4.021,0.106
4.735,2.146,78.284,135.000,52,2.1,733,797,75.341,128.250,3.317,3.424,0.9685,2.146,0.098
1.043,3.010,78.284,135.000,530,3.0,165,1083,75.341,146.250,3.892,5.489,0.6396,3.010,0.624
0.705,4.499,78.284,135.000,531,4.5,105,1691,39.451,302.344,62.018,61.807,0.9966,4.499,1.047
1.600,0.859,78.284,135.000,532,0.9,259,278,79.019,147.000,2.468,3.572,0.6721,0.859,0.148
3.913,3.117,78.284,135.000,533,3.1,710,1156,76.814,127.500,2.183,1.865,0.3811,3.117,0.114
2.556,2.375,78.284,135.000,534,2.4,464,879,76.814,132.500,1.566,1.814,0.1673,2.375,0.135
3.085,4.951,78.284,135.000,535,5.0,534,1782,76.814,137.500,1.566,1.823,0.1373,4.951,0.143
0.541,3.305,78.284,135.000,536,3.3,77,1241,25.283,123.750,53.254,53.270,0.9947,3.305,1.586
1.621,2.636,78.284,135.000,537,2.6,252,973,76.077,139.737,2.442,2.960,0.3188,2.636,0.225
1.626,1.108,78.284,135.000,538,1.1,250,419,79.753,138.214,1.591,2.674,0.1210,1.108,0.214
1.715,3.844,78.284,135.000,539,3.8,314,1380,79.753,99.643,6.779,6.782,0.7682,3.844,0.271
2.741,1.774,78.284,135.000,53,1.8,472,655,76.077,135.000,2.207,2.454,0.5555,1.774,0.130
4.304,1.676,78.284,135.000,540,1.7,730,621,76.814,142.500,2.183,1.852,0.5224,1.676,0.097
3.943,1.135,78.284,135.000,541,1.1,646,466,76.814,127.500,2.183,2.180,0.7540,1.135,0.100
4.396,1.243,78.284,135.000,542,1.2,760,496,76.814,132.500,1.566,1.561,0.2949,1.243,0.099
3.999,4.237,78.284,135.000,543,4.2,708,1574,76.077,139.737,2.442,2.484,0.7074,4.237,0.115
4.480,4.307,78.284,135.000,544,4.3,811,1578,76.814,137.500,1.566,2.085,0.5358,4.307,0.108
1.916,1.930,78.284,135.000,545,1.9,315,761,74.603,130.714,3.813,3.763,0.8460,1.930,0.190
3.668,4.592,78.284,135.000,546,4.6,607,1655,74.603,143.571,4.184,4.422,0.9478,4.592,0.134
