fluence,length,alt,az,transient_id,est_length,n_src,n_bkg,alt_ml,az_ml,err,exp_angdist,conf,wait_time,mapping_time
4.240,1.790,78.284,135.000,547,1.8,721,698,76.077,130.263,2.442,2.897,0.9377,1.790,0.105
4.585,1.244,78.284,135.000,548,1.2,798,489,73.865,149.318,5.572,5.720,1.0000,1.244,0.136
1.522,2.416,78.284,135.000,549,2.4,260,911,79.753,144.643,2.347,3.772,0.3444,2.416,0.194
4.244,4.812,78.284,135.000,54,4.8,689,1790,76.814,142.500,2.183,2.330,0.6325,4.812,0.136
1.098,1.842,78.284,135.000,550,1.8,212,666,79.019,141.000,1.390,2.393,0.0762,1.842,0.221
3.751,0.757,78.284,135.000,551,0.8,609,285,75.341,128.250,3.317,2.979,0.8535,0.757,0.100
3.755,4.430,78.284,135.000,552,4.4,639,1657,75.341,141.750,3.317,3.552,0.9155,4.430,0.135
0.941,2.425,78.284,135.000,553,2.4,148,953,33.510,105.469,46.536,44.987,0.9983,2.425,1.906
2.134,1.698,78.284,135.000,554,1.7,374,656,75.341,123.750,3.892,3.855,0.9151,1.698,0.142
1.353,1.341,78.284,135.000,555,1.3,230,477,75.341,146.250,3.892,4.430,0.8820,1.341,0.153
3.576,4.472,78.284,135.000,556,4.5,638,1676,76.814,147.500,3.062,3.629,0.9500,4.472,0.166
2.060,4.997,78.284,135.000,557,5.0,341,1921,80.487,135.000,2.202,2.327,0.6061,4.997,0.140
3.175,3.293,78.284,135.000,558,3.3,512,1272,76.077,139.737,2.442,2.770,0.7534,3.293,0.126
4.994,1.458,78.284,135.000,559,1.5,883,517,76.077,139.737,2.442,2.499,0.8373,1.458,0.097
1.146,2.101,78.284,135.000,55,2.1,178,834,81.220,131.250,3.009,3.268,0.6032,2.101,0.202
2.678,1.199,78.284,135.000,560,1.2,483,468,76.077,139.737,2.442,2.409,0.5519,1.199,0.128
3.356,2.969,78.284,135.000,561,3.0,607,1112,74.603,139.286,3.813,3.702,0.9811,2.969,0.113
3.033,3.775,78.284,135.000,562,3.8,522,1402,76.077,130.263,2.442,2.327,0.4540,3.775,0.174
1.496,2.309,78.284,135.000,563,2.3,247,854,76.814,137.500,1.566,2.488,0.0669,2.309,0.188
4.956,1.467,78.284,135.000,564,1.5,860,551,76.077,139.737,2.442,2.186,0.6694,1.467,0.094
2.721,1.333,78.284,135.000,565,1.3,442,501,76.077,139.737,2.442,2.627,0.4997,1.333,0.145
2.327,4.089,78.284,135.000,566,4.1,417,1514,76.814,142.500,2.183,2.339,0.1659,4.089,0.214
4.185,4.649,78.284,135.000,567,4.6,741,1718,79.753,138.214,1.591,1.477,0.5285,4.649,0.117
3.930,0.408,78.284,135.000,568,0.4,645,153,76.814,147.500,3.062,3.149,0.9775,0.408,0.109
4.138,4.512,78.284,135.000,569,4.5,677,1646,76.077,130.263,2.442,2.390,0.5926,4.512,0.117
2.558,1.883,78.284,135.000,56,1.9,414,749,76.077,139.737,2.442,2.280,0.3611,1.883,0.145
1.815,3.236,78.284,135.000,570,3.2,309,1200,76.077,130.263,2.442,3.076,0.3916,3.236,0.207
4.275,1.901,78.284,135.000,571,1.9,717,747,75.341,132.750,2.987,2.975,0.9563,1.901,0.089
1.072,4.263,78.284,135.000,572,4.3,178,1545,69.423,152.679,10.038,10.913,0.9350,4.263,0.889
3.864,3.081,78.284,135.000,573,3.1,688,1144,76.077,139.737,2.442,2.378,0.6492,3.081,0.176
2.433,3.858,78.284,135.000,574,3.9,398,1424,73.865,137.045,4.445,5.596,0.9840,3.858,0.174
3.056,4.755,78.284,135.000,575,4.8,503,1777,76.077,139.737,2.442,2.534,0.5761,4.755,0.129
4.804,1.277,78.284,135.000,576,1.3,875,498,75.341,132.750,2.987,3.289,0.9972,1.277,0.083
4.827,3.474,78.284,135.000,577,3.5,870,1326,76.077,130.263,2.442,2.929,0.8812,3.474,0.120
2.660,3.369,78.284,135.000,578,3.4,433,1235,81.220,168.750,6.554,6.665,0.9965,3.369,0.161
2.646,3.322,78.284,135.000,579,3.3,465,1302,75.341,132.750,2.987,3.346,0.9108,3.322,0.120
1.550,0.798,78.284,135.000,57,0.8,260,304,79.753,125.357,2.347,2.672,0.6370,0.798,0.155
2.338,4.422,78.284,135.000,580,4.4,406,1612,79.019,147.000,2.468,3.646,0.6126,4.422,0.156
1.741,3.483,78.284,135.000,581,3.5,278,1326,74.603,143.571,4.184,5.204,0.8498,3.483,0.200
2.722,1.418,78.284,135.000,582,1.4,448,497,75.341,128.250,3.317,3.523,0.8866,1.418,0.125
3.111,3.897,78.284,135.000,583,3.9,531,1388,76.077,125.526,3.041,3.430,0.9268,3.897,0.122
1.940,1.916,78.284,135.000,584,1.9,329,755,75.341,141.750,3.317,3.599,0.7715,1.916,0.166
3.026,3.780,78.284,135.000,585,3.8,477,1355,76.814,127.500,2.183,2.000,0.2778,3.780,0.148
4.277,1.519,78.284,135.000,586,1.5,758,564,77.549,129.706,1.329,1.638,0.3779,1.519,0.122
1.351,1.997,78.284,135.000,587,2.0,219,729,74.603,126.429,4.184,4.708,0.8170,1.997,0.178
4.954,0.584,78.284,135.000,588,0.6,803,215,76.814,132.500,1.566,1.530,0.2580,0.584,0.099
2.400,0.867,78.284,135.000,589,0.9,395,316,81.220,101.250,6.554,4.995,0.7707,0.867,0.165
4.638,3.838,78.284,135.000,58,3.8,776,1420,74.603,139.286,3.813,3.769,0.9933,3.838,0.102
1.700,4.495,78.284,135.000,590,4.5,290,1760,70.165,141.667,8.306,8.690,0.9914,4.495,0.234
2.388,3.219,78.284,135.000,591,3.2,352,1235,74.603,130.714,3.813,4.193,0.8911,3.219,0.142
0.576,2.391,78.284,135.000,592,2.4,94,889,60.434,109.125,19.641,18.964,0.9991,2.391,0.613
2.420,2.544,78.284,135.000,593,2.5,401,921,75.341,137.250,2.987,3.002,0.6755,2.544,0.133
1.088,1.133,78.284,135.000,594,1.1,194,427,75.341,137.250,2.987,3.346,0.4448,1.133,0.197
1.366,1.799,78.284,135.000,595,1.8,243,695,82.685,157.500,5.684,6.383,0.9917,1.799,0.217
3.400,2.036,78.284,135.000,596,2.0,584,769,76.077,139.737,2.442,2.589,0.6897,2.036,0.103
1.945,4.367,78.284,135.000,597,4.4,336,1671,74.603,143.571,4.184,6.483,0.8665,4.367,0.263
1.215,4.052,78.284,135.000,598,4.1,219,1489,80.487,93.462,7.769,8.527,0.9719,4.052,0.337
4.856,3.880,78.284,135.000,599,3.9,839,1561,76.814,127.500,2.183,2.562,0.8976,3.880,0.110
3.374,0.637,78.284,135.000,59,0.6,555,233,77.549,129.706,1.329,1.501,0.2807,0.637,0.103
2.141,4.160,78.284,135.000,5,4.2,356,1608,75.341,146.250,3.892,4.112,0.7693,4.160,0.184
2.503,4.932,78.284,135.000,60,4.9,415,1827,74.603,139.286,3.813,4.017,0.8986,4.932,0.145
0.934,3.589,78.284,135.000,61,3.6,153,1293,68.679,119.483,10.489,7.780,0.3994,3.589,0.366
1.639,1.528,78.284,135.000,62,1.5,273,609,76.077,139.737,2.442,2.810,0.4050,1.528,0.153
0.815,0.517,78.284,135.000,63,0.5,135,180,67.935,154.500,11.662,12.278,0.9980,0.517,0.239
0.840,2.236,78.284,135.000,64,2.2,129,849,78.284,182.812,9.440,9.762,0.9656,2.236,0.246
4.136,2.722,78.284,135.000,65,2.7,732,1059,76.077,130.263,2.442,2.387,0.7328,2.722,0.098
1.442,4.801,78.284,135.000,66,4.8,240,1683,78.284,126.562,1.712,4.264,0.2736,4.801,0.337
2.450,4.952,78.284,135.000,67,5.0,431,1863,76.814,132.500,1.566,3.522,0.1713,4.952,0.186
4.932,3.840,78.284,135.000,68,3.8,828,1383,76.077,130.263,2.442,2.831,0.8856,3.840,0.106
0.973,4.062,78.284,135.000,69,4.1,166,1505,70.165,145.000,8.533,8.724,0.9964,4.062,0.190
2.670,0.450,78.284,135.000,6,0.4,438,171,70.907,126.346,7.708,7.066,0.9996,0.450,0.105
2.739,3.791,78.284,135.000,70,3.8,445,1422,76.814,132.500,1.566,2.070,0.3200,3.791,0.127
0.930,2.243,78.284,135.000,71,2.2,143,839,76.077,135.000,2.207,3.869,0.0839,2.243,0.340
2.400,0.454,78.284,135.000,72,0.5,415,171,79.753,138.214,1.591,2.014,0.6743,0.454,0.145
2.659,2.578,78.284,135.000,73,2.6,482,989,76.814,142.500,2.183,2.186,0.3757,2.578,0.137
4.140,0.893,78.284,135.000,74,0.9,711,335,75.341,128.250,3.317,3.627,0.9955,0.893,0.081
4.588,3.660,78.284,135.000,75,3.7,770,1321,76.077,139.737,2.442,2.240,0.6605,3.660,0.109
0.717,0.953,78.284,135.000,76,1.0,133,355,77.549,124.412,2.331,5.202,0.2892,0.953,0.375
1.172,2.068,78.284,135.000,77,2.1,204,814,82.685,184.500,8.889,9.566,0.9660,2.068,0.285
