ID,RA,DEC,HEALPixels
698,232.80152467,-74.25010000,41168 41170
699,237.60152467,-74.25010000,41083 41086 41169
700,242.40152467,-74.25010000,41084 41085
701,247.20152467,-74.25010000,41079 41250
702,252.00152467,-74.25010000,41248 41249
703,256.80152467,-74.25010000,41227 41230
704,261.60152467,-74.25010000,41223 41228 41229 41234
705,266.40152467,-74.25010000,41232 41233
706,271.20152467,-74.25010000,45600 45602
707,276.00152467,-74.25010000,45579 45601
708,280.80152467,-74.25010000,45580 45582
709,285.60152467,-74.25010000,45575 45581
710,290.40152467,-74.25010000,45584 45585 45586
711,295.20152467,-74.25010000,45243 45246
712,300.00152467,-74.25010000,45239 45244 45245
713,304.80152467,-74.25010000,45280 45282
714,309.60152467,-74.25010000,45259 45281
715,314.40152467,-74.25010000,45260 45262
716,319.20152467,-74.25010000,45255 45261 45266
717,324.00152467,-74.25010000,45264 45265
718,328.80152467,-74.25010000,45179 45182
719,333.60152467,-74.25010000,45180 45181
720,338.40152467,-74.25010000,45175 45344 45346
721,343.20152467,-74.25010000,45323 45345
722,348.00152467,-74.25010000,45324 45325 45326
