dataset,budget,num_tiles,label,rss_peak_kb,vm_kb,rss_kb,scope_peak_kb
sim_200_1-0_10_map.h5,5,23,start,7888,115520,7888,0
sim_200_1-0_10_map.h5,5,23,gcp,18200,415540,16832,16832
sim_200_1-0_10_map.h5,5,23,end,18200,415540,16832,0
sim_200_1-0_10_map.h5,10,23,start,7892,115520,7892,0
sim_200_1-0_10_map.h5,10,23,gcp,18200,415540,16856,16856
sim_200_1-0_10_map.h5,10,23,end,18200,415540,16856,0
sim_200_1-0_10_map.h5,20,23,start,7888,115520,7888,0
sim_200_1-0_10_map.h5,20,23,gcp,18196,415540,16928,16928
sim_200_1-0_10_map.h5,20,23,end,18196,415540,16928,0
sim_200_1-0_10_map.h5,30,23,start,7888,115520,7888,0
sim_200_1-0_10_map.h5,30,23,gcp,18200,415540,16972,16972
sim_200_1-0_10_map.h5,30,23,end,18200,415540,16972,0
sim_200_1-0_10_map.h5,40,23,start,7876,115520,7876,0
sim_200_1-0_10_map.h5,40,23,gcp,18184,415540,16996,16996
sim_200_1-0_10_map.h5,40,23,end,18184,415540,16996,0
sim_200_1-0_10_map.h5,50,23,start,7888,115520,7888,0
sim_200_1-0_10_map.h5,50,23,gcp,18196,415540,17008,17008
sim_200_1-0_10_map.h5,50,23,end,18196,415540,17008,0
sim_200_1-0_10_map.h5,60,23,start,7876,115520,7876,0
sim_200_1-0_10_map.h5,60,23,gcp,18184,415540,16996,16996
sim_200_1-0_10_map.h5,60,23,end,18184,415540,16996,0
sim_200_1-0_10_map.h5,70,23,start,7888,115520,7888,0
sim_200_1-0_10_map.h5,70,23,gcp,18960,415540,17156,17156
sim_200_1-0_10_map.h5,70,23,end,18960,415540,17156,0
sim_200_1-0_10_map.h5,80,23,start,7868,115520,7868,0
sim_200_1-0_10_map.h5,80,23,gcp,18940,415540,17136,17136
sim_200_1-0_10_map.h5,80,23,end,18940,415540,17136,0
sim_200_1-0_10_map.h5,90,23,start,7892,115520,7892,0
sim_200_1-0_10_map.h5,90,23,gcp,18200,415540,17012,17012
sim_200_1-0_10_map.h5,90,23,end,18200,415540,17012,0
sim_200_1-0_10_map.h5,100,23,start,7892,115520,7892,0
sim_200_1-0_10_map.h5,100,23,gcp,18964,415540,17160,17160
sim_200_1-0_10_map.h5,100,23,end,18964,415540,17160,0
sim_50_0-5_13_map.h5,5,641,start,7884,115520,7884,0
sim_50_0-5_13_map.h5,5,641,gcp,29276,285880,18888,18888
sim_50_0-5_13_map.h5,5,641,end,29276,285880,18888,0
sim_50_0-5_13_map.h5,10,641,start,7892,115520,7892,0
sim_50_0-5_13_map.h5,10,641,gcp,27248,285880,18780,18780
sim_50_0-5_13_map.h5,10,641,end,27248,285880,18780,0
sim_50_0-5_13_map.h5,20,641,start,7888,115520,7888,0
sim_50_0-5_13_map.h5,20,641,gcp,27448,285880,18980,18980
sim_50_0-5_13_map.h5,20,641,end,27448,285880,18980,0
sim_50_0-5_13_map.h5,30,641,start,7888,115520,7888,0
sim_50_0-5_13_map.h5,30,641,gcp,30684,351416,20332,20332
sim_50_0-5_13_map.h5,30,641,end,30684,351416,20332,0
sim_50_0-5_13_map.h5,40,641,start,7892,115520,7892,0
sim_50_0-5_13_map.h5,40,641,gcp,28672,351416,20204,20204
sim_50_0-5_13_map.h5,40,641,end,28672,351416,20204,0
sim_50_0-5_13_map.h5,50,641,start,7880,115520,7880,0
sim_50_0-5_13_map.h5,50,641,gcp,28676,351416,20208,20208
sim_50_0-5_13_map.h5,50,641,end,28676,351416,20208,0
sim_50_0-5_13_map.h5,60,641,start,7888,115520,7888,0
sim_50_0-5_13_map.h5,60,641,gcp,32152,351416,21920,32152
sim_50_0-5_13_map.h5,60,641,end,32152,351416,21920,0
sim_50_0-5_13_map.h5,70,641,start,7872,115520,7872,0
sim_50_0-5_13_map.h5,70,641,gcp,30376,351416,21888,30192
sim_50_0-5_13_map.h5,70,641,end,30376,351416,21888,0
sim_50_0-5_13_map.h5,80,641,start,7884,115520,7884,0
sim_50_0-5_13_map.h5,80,641,gcp,30240,351416,21772,30096
sim_50_0-5_13_map.h5,80,641,end,30240,351416,21772,0
sim_50_0-5_13_map.h5,90,641,start,7888,115520,7888,0
sim_50_0-5_13_map.h5,90,641,gcp,30428,416952,21960,30356
sim_50_0-5_13_map.h5,90,641,end,30428,416952,21960,0
sim_50_0-5_13_map.h5,100,641,start,7884,115520,7884,0
sim_50_0-5_13_map.h5,100,641,gcp,32460,416952,22104,32424
sim_50_0-5_13_map.h5,100,641,end,32460,416952,22104,0
sim_200_0-5_33_map.h5,5,10,start,7888,115520,7888,0
sim_200_0-5_33_map.h5,5,10,gcp,18200,415540,16832,16832
sim_200_0-5_33_map.h5,5,10,end,18200,415540,16832,0
sim_200_0-5_33_map.h5,10,10,start,7888,115520,7888,0
sim_200_0-5_33_map.h5,10,10,gcp,18196,415540,16852,16852
sim_200_0-5_33_map.h5,10,10,end,18196,415540,16852,0
sim_200_0-5_33_map.h5,20,10,start,7892,115520,7892,0
sim_200_0-5_33_map.h5,20,10,gcp,18200,415540,16884,16884
sim_200_0-5_33_map.h5,20,10,end,18200,415540,16884,0
sim_200_0-5_33_map.h5,30,10,start,7888,115520,7888,0
sim_200_0-5_33_map.h5,30,10,gcp,18872,415540,17028,18616
sim_200_0-5_33_map.h5,30,10,end,18872,415540,17028,0
sim_200_0-5_33_map.h5,40,10,start,7892,115520,7892,0
sim_200_0-5_33_map.h5,40,10,gcp,18844,415540,17032,18620
sim_200_0-5_33_map.h5,40,10,end,18844,415540,17032,0
sim_200_0-5_33_map.h5,50,10,start,7876,115520,7876,0
sim_200_0-5_33_map.h5,50,10,gcp,18184,415540,16868,16868
sim_200_0-5_33_map.h5,50,10,end,18184,415540,16868,0
sim_200_0-5_33_map.h5,60,10,start,7892,115520,7892,0
sim_200_0-5_33_map.h5,60,10,gcp,18200,415540,16884,16884
sim_200_0-5_33_map.h5,60,10,end,18200,415540,16884,0
sim_200_0-5_33_map.h5,70,10,start,7880,115520,7880,0
sim_200_0-5_33_map.h5,70,10,gcp,18192,415540,16872,16872
sim_200_0-5_33_map.h5,70,10,end,18192,415540,16872,0
sim_200_0-5_33_map.h5,80,10,start,7888,115520,7888,0
sim_200_0-5_33_map.h5,80,10,gcp,18840,415540,17028,17028
sim_200_0-5_33_map.h5,80,10,end,18840,415540,17028,0
sim_200_0-5_33_map.h5,90,10,start,7892,115520,7892,0
sim_200_0-5_33_map.h5,90,10,gcp,18200,415540,16884,16884
sim_200_0-5_33_map.h5,90,10,end,18200,415540,16884,0
sim_200_0-5_33_map.h5,100,10,start,7888,115520,7888,0
sim_200_0-5_33_map.h5,100,10,gcp,18840,415540,17028,18616
sim_200_0-5_33_map.h5,100,10,end,18840,415540,17028,0
sim_300_0-5_71_map.h5,5,9,start,7872,115520,7872,0
sim_300_0-5_71_map.h5,5,9,gcp,18180,415540,16816,16816
sim_300_0-5_71_map.h5,5,9,end,18180,415540,16816,0
sim_300_0-5_71_map.h5,10,9,start,7868,115520,7868,0
sim_300_0-5_71_map.h5,10,9,gcp,18180,415540,16824,16824
sim_300_0-5_71_map.h5,10,9,end,18180,415540,16824,0
sim_300_0-5_71_map.h5,20,9,start,7892,115520,7892,0
sim_300_0-5_71_map.h5,20,9,gcp,18200,415540,16872,16872
sim_300_0-5_71_map.h5,20,9,end,18200,415540,16872,0
sim_300_0-5_71_map.h5,30,9,start,7888,115520,7888,0
sim_300_0-5_71_map.h5,30,9,gcp,18196,415540,16868,16868
sim_300_0-5_71_map.h5,30,9,end,18196,415540,16868,0
sim_300_0-5_71_map.h5,40,9,start,7888,115520,7888,0
sim_300_0-5_71_map.h5,40,9,gcp,18200,415540,16868,16868
sim_300_0-5_71_map.h5,40,9,end,18200,415540,16868,0
sim_300_0-5_71_map.h5,50,9,start,7888,115520,7888,0
sim_300_0-5_71_map.h5,50,9,gcp,18196,415540,16868,16868
sim_300_0-5_71_map.h5,50,9,end,18196,415540,16868,0
sim_300_0-5_71_map.h5,60,9,start,7884,115520,7884,0
sim_300_0-5_71_map.h5,60,9,gcp,18196,415540,16864,16864
sim_300_0-5_71_map.h5,60,9,end,18196,415540,16864,0
sim_300_0-5_71_map.h5,70,9,start,7888,115520,7888,0
sim_300_0-5_71_map.h5,70,9,gcp,18196,415540,16868,16868
sim_300_0-5_71_map.h5,70,9,end,18196,415540,16868,0
sim_300_0-5_71_map.h5,80,9,start,7892,115520,7892,0
sim_300_0-5_71_map.h5,80,9,gcp,18840,415540,17020,18620
sim_300_0-5_71_map.h5,80,9,end,18840,415540,17020,0
sim_300_0-5_71_map.h5,90,9,start,7888,115520,7888,0
sim_300_0-5_71_map.h5,90,9,gcp,18196,415540,16868,16868
sim_300_0-5_71_map.h5,90,9,end,18196,415540,16868,0
sim_300_0-5_71_map.h5,100,9,start,7888,115520,7888,0
sim_300_0-5_71_map.h5,100,9,gcp,18196,415540,16868,16868
sim_300_0-5_71_map.h5,100,9,end,18196,415540,16868,0
sim_300_1-0_90_map.h5,5,14,start,7880,115520,7880,0
sim_300_1-0_90_map.h5,5,14,gcp,18816,415540,16972,18608
sim_300_1-0_90_map.h5,5,14,end,18816,415540,16972,0
sim_300_1-0_90_map.h5,10,14,start,7892,115520,7892,0
sim_300_1-0_90_map.h5,10,14,gcp,18200,415540,16856,16856
sim_300_1-0_90_map.h5,10,14,end,18200,415540,16856,0
sim_300_1-0_90_map.h5,20,14,start,7888,115520,7888,0
sim_300_1-0_90_map.h5,20,14,gcp,18196,415540,16904,16904
sim_300_1-0_90_map.h5,20,14,end,18196,415540,16904,0
sim_300_1-0_90_map.h5,30,14,start,7872,115520,7872,0
sim_300_1-0_90_map.h5,30,14,gcp,18832,415540,17036,17036
sim_300_1-0_90_map.h5,30,14,end,18832,415540,17036,0
sim_300_1-0_90_map.h5,40,14,start,7888,115520,7888,0
sim_300_1-0_90_map.h5,40,14,gcp,18200,415540,16904,16904
sim_300_1-0_90_map.h5,40,14,end,18200,415540,16904,0
sim_300_1-0_90_map.h5,50,14,start,7888,115520,7888,0
sim_300_1-0_90_map.h5,50,14,gcp,18196,415540,16904,16904
sim_300_1-0_90_map.h5,50,14,end,18196,415540,16904,0
sim_300_1-0_90_map.h5,60,14,start,7888,115520,7888,0
sim_300_1-0_90_map.h5,60,14,gcp,18196,415540,16904,16904
sim_300_1-0_90_map.h5,60,14,end,18196,415540,16904,0
sim_300_1-0_90_map.h5,70,14,start,7892,115520,7892,0
sim_300_1-0_90_map.h5,70,14,gcp,18200,415540,16908,16908
sim_300_1-0_90_map.h5,70,14,end,18200,415540,16908,0
sim_300_1-0_90_map.h5,80,14,start,7880,115520,7880,0
sim_300_1-0_90_map.h5,80,14,gcp,18188,415540,16896,16896
sim_300_1-0_90_map.h5,80,14,end,18188,415540,16896,0
sim_300_1-0_90_map.h5,90,14,start,7892,115520,7892,0
sim_300_1-0_90_map.h5,90,14,gcp,18200,415540,16908,16908
sim_300_1-0_90_map.h5,90,14,end,18200,415540,16908,0
sim_300_1-0_90_map.h5,100,14,start,7888,115520,7888,0
sim_300_1-0_90_map.h5,100,14,gcp,18196,415540,16904,16904
sim_300_1-0_90_map.h5,100,14,end,18196,415540,16904,0
sim_150_5-0_91_map.h5,5,22,start,7888,115520,7888,0
sim_150_5-0_91_map.h5,5,22,gcp,18196,415544,16836,16836
sim_150_5-0_91_map.h5,5,22,end,18196,415544,16836,0
sim_150_5-0_91_map.h5,10,22,start,7872,115520,7872,0
sim_150_5-0_91_map.h5,10,22,gcp,18180,415544,16840,16840
sim_150_5-0_91_map.h5,10,22,end,18180,415544,16840,0
sim_150_5-0_91_map.h5,20,22,start,7892,115520,7892,0
sim_150_5-0_91_map.h5,20,22,gcp,18852,415544,17064,18624
sim_150_5-0_91_map.h5,20,22,end,18852,415544,17064,0
sim_150_5-0_91_map.h5,30,22,start,7892,115520,7892,0
sim_150_5-0_91_map.h5,30,22,gcp,18200,415544,16944,16944
sim_150_5-0_91_map.h5,30,22,end,18200,415544,16944,0
sim_150_5-0_91_map.h5,40,22,start,7888,115520,7888,0
sim_150_5-0_91_map.h5,40,22,gcp,18200,415544,16996,16996
sim_150_5-0_91_map.h5,40,22,end,18200,415544,16996,0
sim_150_5-0_91_map.h5,50,22,start,7880,115520,7880,0
sim_150_5-0_91_map.h5,50,22,gcp,18188,415544,16988,16988
sim_150_5-0_91_map.h5,50,22,end,18188,415544,16988,0
sim_150_5-0_91_map.h5,60,22,start,7888,115520,7888,0
sim_150_5-0_91_map.h5,60,22,gcp,18196,415544,16996,16996
sim_150_5-0_91_map.h5,60,22,end,18196,415544,16996,0
sim_150_5-0_91_map.h5,70,22,start,7892,115520,7892,0
sim_150_5-0_91_map.h5,70,22,gcp,18200,415544,17000,17000
sim_150_5-0_91_map.h5,70,22,end,18200,415544,17000,0
sim_150_5-0_91_map.h5,80,22,start,7868,115520,7868,0
sim_150_5-0_91_map.h5,80,22,gcp,18932,415544,17124,18600
sim_150_5-0_91_map.h5,80,22,end,18932,415544,17124,0
sim_150_5-0_91_map.h5,90,22,start,7892,115520,7892,0
sim_150_5-0_91_map.h5,90,22,gcp,18200,415544,17000,17000
sim_150_5-0_91_map.h5,90,22,end,18200,415544,17000,0
sim_150_5-0_91_map.h5,100,22,start,7888,115520,7888,0
sim_150_5-0_91_map.h5,100,22,gcp,18952,415544,17144,17144
sim_150_5-0_91_map.h5,100,22,end,18952,415544,17144,0
sim_300_4-0_96_map.h5,5,5,start,7884,115520,7884,0
sim_300_4-0_96_map.h5,5,5,gcp,18820,415540,16976,18612
sim_300_4-0_96_map.h5,5,5,end,18820,415540,16976,0
sim_300_4-0_96_map.h5,10,5,start,7888,115520,7888,0
sim_300_4-0_96_map.h5,10,5,gcp,18844,415540,16980,16980
sim_300_4-0_96_map.h5,10,5,end,18844,415540,16980,0
sim_300_4-0_96_map.h5,20,5,start,7892,115520,7892,0
sim_300_4-0_96_map.h5,20,5,gcp,18200,415540,16836,16836
sim_300_4-0_96_map.h5,20,5,end,18200,415540,16836,0
sim_300_4-0_96_map.h5,30,5,start,7892,115520,7892,0
sim_300_4-0_96_map.h5,30,5,gcp,18200,415540,16836,16836
sim_300_4-0_96_map.h5,30,5,end,18200,415540,16836,0
sim_300_4-0_96_map.h5,40,5,start,7872,115520,7872,0
sim_300_4-0_96_map.h5,40,5,gcp,18184,415540,16816,16816
sim_300_4-0_96_map.h5,40,5,end,18184,415540,16816,0
sim_300_4-0_96_map.h5,50,5,start,7892,115520,7892,0
sim_300_4-0_96_map.h5,50,5,gcp,18200,415540,16836,16836
sim_300_4-0_96_map.h5,50,5,end,18200,415540,16836,0
sim_300_4-0_96_map.h5,60,5,start,7880,115520,7880,0
sim_300_4-0_96_map.h5,60,5,gcp,18188,415540,16824,16824
sim_300_4-0_96_map.h5,60,5,end,18188,415540,16824,0
sim_300_4-0_96_map.h5,70,5,start,7892,115520,7892,0
sim_300_4-0_96_map.h5,70,5,gcp,18200,415540,16836,16836
sim_300_4-0_96_map.h5,70,5,end,18200,415540,16836,0
sim_300_4-0_96_map.h5,80,5,start,7888,115520,7888,0
sim_300_4-0_96_map.h5,80,5,gcp,18824,415540,16980,18616
sim_300_4-0_96_map.h5,80,5,end,18824,415540,16980,0
sim_300_4-0_96_map.h5,90,5,start,7872,115520,7872,0
sim_300_4-0_96_map.h5,90,5,gcp,18180,415540,16816,16816
sim_300_4-0_96_map.h5,90,5,end,18180,415540,16816,0
sim_300_4-0_96_map.h5,100,5,start,7884,115520,7884,0
sim_300_4-0_96_map.h5,100,5,gcp,18196,415540,16828,16828
sim_300_4-0_96_map.h5,100,5,end,18196,415540,16828,0
sim_250_5-0_99_map.h5,5,23,start,7892,115520,7892,0
sim_250_5-0_99_map.h5,5,23,gcp,18200,415544,16836,16836
sim_250_5-0_99_map.h5,5,23,end,18200,415544,16836,0
sim_250_5-0_99_map.h5,10,23,start,7888,115520,7888,0
sim_250_5-0_99_map.h5,10,23,gcp,18200,415544,16852,16852
sim_250_5-0_99_map.h5,10,23,end,18200,415544,16852,0
sim_250_5-0_99_map.h5,20,23,start,7892,115520,7892,0
sim_250_5-0_99_map.h5,20,23,gcp,18200,415544,16912,16912
sim_250_5-0_99_map.h5,20,23,end,18200,415544,16912,0
sim_250_5-0_99_map.h5,30,23,start,7892,115520,7892,0
sim_250_5-0_99_map.h5,30,23,gcp,18200,415544,16948,16948
sim_250_5-0_99_map.h5,30,23,end,18200,415544,16948,0
sim_250_5-0_99_map.h5,40,23,start,7892,115520,7892,0
sim_250_5-0_99_map.h5,40,23,gcp,18972,415544,17176,17176
sim_250_5-0_99_map.h5,40,23,end,18972,415544,17176,0
sim_250_5-0_99_map.h5,50,23,start,7880,115520,7880,0
sim_250_5-0_99_map.h5,50,23,gcp,18188,415544,17016,17016
sim_250_5-0_99_map.h5,50,23,end,18188,415544,17016,0
sim_250_5-0_99_map.h5,60,23,start,7888,115520,7888,0
sim_250_5-0_99_map.h5,60,23,gcp,18196,415544,17024,17024
sim_250_5-0_99_map.h5,60,23,end,18196,415544,17024,0
sim_250_5-0_99_map.h5,70,23,start,7888,115520,7888,0
sim_250_5-0_99_map.h5,70,23,gcp,18196,415544,17024,17024
sim_250_5-0_99_map.h5,70,23,end,18196,415544,17024,0
sim_250_5-0_99_map.h5,80,23,start,7892,115520,7892,0
sim_250_5-0_99_map.h5,80,23,gcp,18200,415544,17028,17028
sim_250_5-0_99_map.h5,80,23,end,18200,415544,17028,0
sim_250_5-0_99_map.h5,90,23,start,7892,115520,7892,0
sim_250_5-0_99_map.h5,90,23,gcp,18972,415544,17176,17176
sim_250_5-0_99_map.h5,90,23,end,18972,415544,17176,0
sim_250_5-0_99_map.h5,100,23,start,7868,115520,7868,0
sim_250_5-0_99_map.h5,100,23,gcp,18180,415544,17004,17004
sim_250_5-0_99_map.h5,100,23,end,18180,415544,17004,0
sim_300_3-0_80_map.h5,5,11,start,7872,115520,7872,0
sim_300_3-0_80_map.h5,5,11,gcp,18824,415540,16964,16964
sim_300_3-0_80_map.h5,5,11,end,18824,415540,16964,0
sim_300_3-0_80_map.h5,10,11,start,7888,115520,7888,0
sim_300_3-0_80_map.h5,10,11,gcp,18884,415540,17004,18616
sim_300_3-0_80_map.h5,10,11,end,18884,415540,17004,0
sim_300_3-0_80_map.h5,20,11,start,7888,115520,7888,0
sim_300_3-0_80_map.h5,20,11,gcp,18196,415540,16900,16900
sim_300_3-0_80_map.h5,20,11,end,18196,415540,16900,0
sim_300_3-0_80_map.h5,30,11,start,7884,115520,7884,0
sim_300_3-0_80_map.h5,30,11,gcp,18192,415540,16896,16896
sim_300_3-0_80_map.h5,30,11,end,18192,415540,16896,0
sim_300_3-0_80_map.h5,40,11,start,7880,115520,7880,0
sim_300_3-0_80_map.h5,40,11,gcp,18188,415540,16892,16892
sim_300_3-0_80_map.h5,40,11,end,18188,415540,16892,0
sim_300_3-0_80_map.h5,50,11,start,7868,115520,7868,0
sim_300_3-0_80_map.h5,50,11,gcp,18864,415540,17028,18596
sim_300_3-0_80_map.h5,50,11,end,18864,415540,17028,0
sim_300_3-0_80_map.h5,60,11,start,7892,115520,7892,0
sim_300_3-0_80_map.h5,60,11,gcp,18892,415540,17052,17052
sim_300_3-0_80_map.h5,60,11,end,18892,415540,17052,0
sim_300_3-0_80_map.h5,70,11,start,7880,115520,7880,0
sim_300_3-0_80_map.h5,70,11,gcp,18836,415540,17040,17040
sim_300_3-0_80_map.h5,70,11,end,18836,415540,17040,0
sim_300_3-0_80_map.h5,80,11,start,7872,115520,7872,0
sim_300_3-0_80_map.h5,80,11,gcp,18184,415540,16884,16884
sim_300_3-0_80_map.h5,80,11,end,18184,415540,16884,0
sim_300_3-0_80_map.h5,90,11,start,7888,115520,7888,0
sim_300_3-0_80_map.h5,90,11,gcp,18196,415540,16900,16900
sim_300_3-0_80_map.h5,90,11,end,18196,415540,16900,0
sim_300_3-0_80_map.h5,100,11,start,7888,115520,7888,0
sim_300_3-0_80_map.h5,100,11,gcp,18196,415540,16900,16900
sim_300_3-0_80_map.h5,100,11,end,18196,415540,16900,0
sim_300_1-0_64_map.h5,5,22,start,7892,115520,7892,0
sim_300_1-0_64_map.h5,5,22,gcp,18848,350004,16968,16968
sim_300_1-0_64_map.h5,5,22,end,18848,350004,16968,0
sim_300_1-0_64_map.h5,10,22,start,7888,115520,7888,0
sim_300_1-0_64_map.h5,10,22,gcp,18196,415540,16852,16852
sim_300_1-0_64_map.h5,10,22,end,18196,415540,16852,0
sim_300_1-0_64_map.h5,20,22,start,7888,115520,7888,0
sim_300_1-0_64_map.h5,20,22,gcp,18196,415540,16912,16912
sim_300_1-0_64_map.h5,20,22,end,18196,415540,16912,0
sim_300_1-0_64_map.h5,30,22,start,7868,115520,7868,0
sim_300_1-0_64_map.h5,30,22,gcp,18176,415540,16940,16940
sim_300_1-0_64_map.h5,30,22,end,18176,415540,16940,0
sim_300_1-0_64_map.h5,40,22,start,7892,115520,7892,0
sim_300_1-0_64_map.h5,40,22,gcp,18200,415540,17020,17020
sim_300_1-0_64_map.h5,40,22,end,18200,415540,17020,0
sim_300_1-0_64_map.h5,50,22,start,7884,115520,7884,0
sim_300_1-0_64_map.h5,50,22,gcp,18192,415540,17012,17012
sim_300_1-0_64_map.h5,50,22,end,18192,415540,17012,0
sim_300_1-0_64_map.h5,60,22,start,7888,115520,7888,0
sim_300_1-0_64_map.h5,60,22,gcp,18196,415540,17016,17016
sim_300_1-0_64_map.h5,60,22,end,18196,415540,17016,0
sim_300_1-0_64_map.h5,70,22,start,7888,115520,7888,0
sim_300_1-0_64_map.h5,70,22,gcp,18196,415540,17016,17016
sim_300_1-0_64_map.h5,70,22,end,18196,415540,17016,0
sim_300_1-0_64_map.h5,80,22,start,7872,115520,7872,0
sim_300_1-0_64_map.h5,80,22,gcp,18180,415540,17000,17000
sim_300_1-0_64_map.h5,80,22,end,18180,415540,17000,0
sim_300_1-0_64_map.h5,90,22,start,7872,115520,7872,0
sim_300_1-0_64_map.h5,90,22,gcp,19028,415540,17148,18600
sim_300_1-0_64_map.h5,90,22,end,19028,415540,17148,0
sim_300_1-0_64_map.h5,100,22,start,7892,115520,7892,0
sim_300_1-0_64_map.h5,100,22,gcp,19048,415540,17168,17168
sim_300_1-0_64_map.h5,100,22,end,19048,415540,17168,0
sim_200_0-25_31_map.h5,5,32,start,7868,115520,7868,0
sim_200_0-25_31_map.h5,5,32,gcp,18176,415540,16820,16820
sim_200_0-25_31_map.h5,5,32,end,18176,415540,16820,0
sim_200_0-25_31_map.h5,10,32,start,7892,115520,7892,0
sim_200_0-25_31_map.h5,10,32,gcp,18864,415540,17012,17012
sim_200_0-25_31_map.h5,10,32,end,18864,415540,17012,0
sim_200_0-25_31_map.h5,20,32,start,7888,115520,7888,0
sim_200_0-25_31_map.h5,20,32,gcp,18196,415540,16896,16896
sim_200_0-25_31_map.h5,20,32,end,18196,415540,16896,0
sim_200_0-25_31_map.h5,30,32,start,7892,115520,7892,0
sim_200_0-25_31_map.h5,30,32,gcp,18920,415540,17096,17096
sim_200_0-25_31_map.h5,30,32,end,18920,415540,17096,0
sim_200_0-25_31_map.h5,40,32,start,7892,115520,7892,0
sim_200_0-25_31_map.h5,40,32,gcp,18200,415540,17028,17028
sim_200_0-25_31_map.h5,40,32,end,18200,415540,17028,0
sim_200_0-25_31_map.h5,50,32,start,7888,115520,7888,0
sim_200_0-25_31_map.h5,50,32,gcp,18616,415540,17188,17188
sim_200_0-25_31_map.h5,50,32,end,18616,415540,17188,0
sim_200_0-25_31_map.h5,60,32,start,7880,115520,7880,0
sim_200_0-25_31_map.h5,60,32,gcp,18908,415540,17256,17256
sim_200_0-25_31_map.h5,60,32,end,18908,415540,17256,0
sim_200_0-25_31_map.h5,70,32,start,7888,115520,7888,0
sim_200_0-25_31_map.h5,70,32,gcp,19032,415540,17264,17264
sim_200_0-25_31_map.h5,70,32,end,19032,415540,17264,0
sim_200_0-25_31_map.h5,80,32,start,7892,115520,7892,0
sim_200_0-25_31_map.h5,80,32,gcp,18200,415540,17120,17120
sim_200_0-25_31_map.h5,80,32,end,18200,415540,17120,0
sim_200_0-25_31_map.h5,90,32,start,7876,115520,7876,0
sim_200_0-25_31_map.h5,90,32,gcp,18184,415540,17104,17104
sim_200_0-25_31_map.h5,90,32,end,18184,415540,17104,0
sim_200_0-25_31_map.h5,100,32,start,7880,115520,7880,0
sim_200_0-25_31_map.h5,100,32,gcp,19020,415540,17256,17256
sim_200_0-25_31_map.h5,100,32,end,19020,415540,17256,0
sim_200_0-5_58_map.h5,5,35,start,7892,115520,7892,0
sim_200_0-5_58_map.h5,5,35,gcp,18200,415544,16844,16844
sim_200_0-5_58_map.h5,5,35,end,18200,415544,16844,0
sim_200_0-5_58_map.h5,10,35,start,7888,115520,7888,0
sim_200_0-5_58_map.h5,10,35,gcp,18860,415544,17008,17008
sim_200_0-5_58_map.h5,10,35,end,18860,415544,17008,0
sim_200_0-5_58_map.h5,20,35,start,7888,115520,7888,0
sim_200_0-5_58_map.h5,20,35,gcp,18196,415544,16908,16908
sim_200_0-5_58_map.h5,20,35,end,18196,415544,16908,0
sim_200_0-5_58_map.h5,30,35,start,7892,115520,7892,0
sim_200_0-5_58_map.h5,30,35,gcp,18200,415544,16960,16960
sim_200_0-5_58_map.h5,30,35,end,18200,415544,16960,0
sim_200_0-5_58_map.h5,40,35,start,7888,115520,7888,0
sim_200_0-5_58_map.h5,40,35,gcp,18196,415544,17024,17024
sim_200_0-5_58_map.h5,40,35,end,18196,415544,17024,0
sim_200_0-5_58_map.h5,50,35,start,7888,115520,7888,0
sim_200_0-5_58_map.h5,50,35,gcp,18972,415544,17188,17188
sim_200_0-5_58_map.h5,50,35,end,18972,415544,17188,0
sim_200_0-5_58_map.h5,60,35,start,7892,115520,7892,0
sim_200_0-5_58_map.h5,60,35,gcp,18200,415544,17176,17176
sim_200_0-5_58_map.h5,60,35,end,18200,415544,17176,0
sim_200_0-5_58_map.h5,70,35,start,7880,115520,7880,0
sim_200_0-5_58_map.h5,70,35,gcp,18188,415544,17164,17164
sim_200_0-5_58_map.h5,70,35,end,18188,415544,17164,0
sim_200_0-5_58_map.h5,80,35,start,7888,115520,7888,0
sim_200_0-5_58_map.h5,80,35,gcp,18200,415544,17172,17172
sim_200_0-5_58_map.h5,80,35,end,18200,415544,17172,0
sim_200_0-5_58_map.h5,90,35,start,7892,115520,7892,0
sim_200_0-5_58_map.h5,90,35,gcp,18200,415544,17176,17176
sim_200_0-5_58_map.h5,90,35,end,18200,415544,17176,0
sim_200_0-5_58_map.h5,100,35,start,7884,115520,7884,0
sim_200_0-5_58_map.h5,100,35,gcp,18192,415544,17168,17168
sim_200_0-5_58_map.h5,100,35,end,18192,415544,17168,0
sim_300_2-0_32_map.h5,5,8,start,7876,115520,7876,0
sim_300_2-0_32_map.h5,5,8,gcp,18812,415540,16968,18604
sim_300_2-0_32_map.h5,5,8,end,18812,415540,16968,0
sim_300_2-0_32_map.h5,10,8,start,7888,115520,7888,0
sim_300_2-0_32_map.h5,10,8,gcp,18196,415540,16844,16844
sim_300_2-0_32_map.h5,10,8,end,18196,415540,16844,0
sim_300_2-0_32_map.h5,20,8,start,7888,115520,7888,0
sim_300_2-0_32_map.h5,20,8,gcp,18200,415540,16868,16868
sim_300_2-0_32_map.h5,20,8,end,18200,415540,16868,0
sim_300_2-0_32_map.h5,30,8,start,7888,115520,7888,0
sim_300_2-0_32_map.h5,30,8,gcp,18200,415540,16868,16868
sim_300_2-0_32_map.h5,30,8,end,18200,415540,16868,0
sim_300_2-0_32_map.h5,40,8,start,7868,115520,7868,0
sim_300_2-0_32_map.h5,40,8,gcp,18176,415540,16848,16848
