dataset,budget,num_tiles,label,elapsed_ms,cumulative_ms
sim_200_1-0_10_map.h5,5,3,init,0.210631,0.210631
sim_200_1-0_10_map.h5,5,3,mapping,11.1976,11.4083
sim_200_1-0_10_map.h5,5,3,gcp,0.591251,11.9995
sim_200_1-0_10_map.h5,5,3,total,10.0663,22.0658
sim_200_1-0_10_map.h5,10,3,init,0.219655,0.219655
sim_200_1-0_10_map.h5,10,3,mapping,11.4108,11.6304
sim_200_1-0_10_map.h5,10,3,gcp,0.861019,12.4915
sim_200_1-0_10_map.h5,10,3,total,9.69899,22.1905
sim_200_1-0_10_map.h5,20,3,init,0.213798,0.213798
sim_200_1-0_10_map.h5,20,3,mapping,11.275,11.4888
sim_200_1-0_10_map.h5,20,3,gcp,0.529841,12.0187
sim_200_1-0_10_map.h5,20,3,total,10.043,22.0617
sim_200_1-0_10_map.h5,30,3,init,0.212711,0.212711
sim_200_1-0_10_map.h5,30,3,mapping,11.3323,11.545
sim_200_1-0_10_map.h5,30,3,gcp,0.528368,12.0734
sim_200_1-0_10_map.h5,30,3,total,10.025,22.0984
sim_200_1-0_10_map.h5,40,3,init,0.235207,0.235207
sim_200_1-0_10_map.h5,40,3,mapping,11.8215,12.0567
sim_200_1-0_10_map.h5,40,3,gcp,0.953503,13.0102
sim_200_1-0_10_map.h5,40,3,total,9.94364,22.9538
sim_200_1-0_10_map.h5,50,3,init,0.212742,0.212742
sim_200_1-0_10_map.h5,50,3,mapping,11.3499,11.5626
sim_200_1-0_10_map.h5,50,3,gcp,0.553361,12.116
sim_200_1-0_10_map.h5,50,3,total,9.98662,22.1026
sim_200_1-0_10_map.h5,60,3,init,0.211014,0.211014
sim_200_1-0_10_map.h5,60,3,mapping,11.2595,11.4705
sim_200_1-0_10_map.h5,60,3,gcp,0.540849,12.0113
sim_200_1-0_10_map.h5,60,3,total,10.0414,22.0527
sim_200_1-0_10_map.h5,70,3,init,0.207526,0.207526
sim_200_1-0_10_map.h5,70,3,mapping,11.4117,11.6192
sim_200_1-0_10_map.h5,70,3,gcp,0.873883,12.4931
sim_200_1-0_10_map.h5,70,3,total,10.0076,22.5007
sim_200_1-0_10_map.h5,80,3,init,0.211846,0.211846
sim_200_1-0_10_map.h5,80,3,mapping,11.4563,11.6681
sim_200_1-0_10_map.h5,80,3,gcp,0.871291,12.5394
sim_200_1-0_10_map.h5,80,3,total,9.65029,22.1897
sim_200_1-0_10_map.h5,90,3,init,0.208166,0.208166
sim_200_1-0_10_map.h5,90,3,mapping,11.2868,11.4949
sim_200_1-0_10_map.h5,90,3,gcp,0.847834,12.3428
sim_200_1-0_10_map.h5,90,3,total,9.94828,22.291
sim_200_1-0_10_map.h5,100,3,init,0.194758,0.194758
sim_200_1-0_10_map.h5,100,3,mapping,11.1143,11.3091
sim_200_1-0_10_map.h5,100,3,gcp,0.822554,12.1316
sim_200_1-0_10_map.h5,100,3,total,9.92547,22.0571
sim_50_0-5_13_map.h5,5,39,init,0.215399,0.215399
sim_50_0-5_13_map.h5,5,39,mapping,11.9977,12.2131
sim_50_0-5_13_map.h5,5,39,gcp,0.926174,13.1393
sim_50_0-5_13_map.h5,5,39,total,9.6613,22.8006
sim_50_0-5_13_map.h5,10,39,init,0.213895,0.213895
sim_50_0-5_13_map.h5,10,39,mapping,11.5853,11.7992
sim_50_0-5_13_map.h5,10,39,gcp,0.584147,12.3833
sim_50_0-5_13_map.h5,10,39,total,10.0051,22.3884
sim_50_0-5_13_map.h5,20,39,init,0.215751,0.215751
sim_50_0-5_13_map.h5,20,39,mapping,11.6968,11.9126
sim_50_0-5_13_map.h5,20,39,gcp,0.767801,12.6804
sim_50_0-5_13_map.h5,20,39,total,9.74245,22.4228
sim_50_0-5_13_map.h5,30,39,init,0.228711,0.228711
sim_50_0-5_13_map.h5,30,39,mapping,11.4901,11.7188
sim_50_0-5_13_map.h5,30,39,gcp,1.10704,12.8259
sim_50_0-5_13_map.h5,30,39,total,9.72306,22.5489
sim_50_0-5_13_map.h5,40,39,init,0.232327,0.232327
sim_50_0-5_13_map.h5,40,39,mapping,11.7648,11.9971
sim_50_0-5_13_map.h5,40,39,gcp,1.17255,13.1696
sim_50_0-5_13_map.h5,40,39,total,9.37767,22.5473
sim_50_0-5_13_map.h5,50,39,init,0.210695,0.210695
sim_50_0-5_13_map.h5,50,39,mapping,11.759,11.9697
sim_50_0-5_13_map.h5,50,39,gcp,1.67919,13.6489
sim_50_0-5_13_map.h5,50,39,total,8.89321,22.5421
sim_50_0-5_13_map.h5,60,39,init,0.217767,0.217767
sim_50_0-5_13_map.h5,60,39,mapping,11.6904,11.9081
sim_50_0-5_13_map.h5,60,39,gcp,1.90387,13.812
sim_50_0-5_13_map.h5,60,39,total,8.90918,22.7212
sim_50_0-5_13_map.h5,70,39,init,0.273321,0.273321
sim_50_0-5_13_map.h5,70,39,mapping,11.4309,11.7042
sim_50_0-5_13_map.h5,70,39,gcp,2.25527,13.9595
sim_50_0-5_13_map.h5,70,39,total,8.37006,22.3296
