dataset,budget,num_tiles,label,elapsed_ms,cumulative_ms
sim_50_0-5_13_map.h5,50,641,init,0.206983,0.206983
sim_50_0-5_13_map.h5,50,641,mapping,94.2904,94.4974
sim_50_0-5_13_map.h5,50,641,gcp,9.68169,104.179
sim_50_0-5_13_map.h5,50,641,total,1.02708,105.206
sim_50_0-5_13_map.h5,60,641,init,0.217928,0.217928
sim_50_0-5_13_map.h5,60,641,mapping,92.5864,92.8044
sim_50_0-5_13_map.h5,60,641,gcp,11.7088,104.513
sim_50_0-5_13_map.h5,60,641,total,9.23006,113.743
sim_50_0-5_13_map.h5,70,641,init,0.236392,0.236392
sim_50_0-5_13_map.h5,70,641,mapping,88.4723,88.7087
sim_50_0-5_13_map.h5,70,641,gcp,13.2927,102.001
sim_50_0-5_13_map.h5,70,641,total,7.64565,109.647
sim_50_0-5_13_map.h5,80,641,init,0.215784,0.215784
sim_50_0-5_13_map.h5,80,641,mapping,92.3442,92.5599
sim_50_0-5_13_map.h5,80,641,gcp,12.9771,105.537
sim_50_0-5_13_map.h5,80,641,total,7.96842,113.505
sim_50_0-5_13_map.h5,90,641,init,0.221544,0.221544
sim_50_0-5_13_map.h5,90,641,mapping,93.3223,93.5439
sim_50_0-5_13_map.h5,90,641,gcp,14.3533,107.897
sim_50_0-5_13_map.h5,90,641,total,6.52379,114.421
sim_50_0-5_13_map.h5,100,641,init,0.2234,0.2234
sim_50_0-5_13_map.h5,100,641,mapping,92.5494,92.7728
sim_50_0-5_13_map.h5,100,641,gcp,14.7881,107.561
sim_50_0-5_13_map.h5,100,641,total,6.06518,113.626
sim_200_0-5_33_map.h5,5,10,init,0.2122,0.2122
sim_200_0-5_33_map.h5,5,10,mapping,61.8589,62.0711
sim_200_0-5_33_map.h5,5,10,gcp,0.595957,62.667
sim_200_0-5_33_map.h5,5,10,total,10.0972,72.7643
sim_200_0-5_33_map.h5,10,10,init,0.245193,0.245193
sim_200_0-5_33_map.h5,10,10,mapping,61.0726,61.3178
sim_200_0-5_33_map.h5,10,10,gcp,0.683673,62.0015
sim_200_0-5_33_map.h5,10,10,total,9.91681,71.9183
sim_200_0-5_33_map.h5,20,10,init,0.2042,0.2042
sim_200_0-5_33_map.h5,20,10,mapping,59.7989,60.0031
sim_200_0-5_33_map.h5,20,10,gcp,0.828286,60.8314
sim_200_0-5_33_map.h5,20,10,total,9.79261,70.624
sim_200_0-5_33_map.h5,30,10,init,0.242088,0.242088
sim_200_0-5_33_map.h5,30,10,mapping,61.4605,61.7026
sim_200_0-5_33_map.h5,30,10,gcp,1.16699,62.8696
sim_200_0-5_33_map.h5,30,10,total,9.68582,72.5554
sim_200_0-5_33_map.h5,40,10,init,0.204487,0.204487
sim_200_0-5_33_map.h5,40,10,mapping,60.5248,60.7293
sim_200_0-5_33_map.h5,40,10,gcp,1.17873,61.908
sim_200_0-5_33_map.h5,40,10,total,9.68816,71.5961
sim_200_0-5_33_map.h5,50,10,init,0.210311,0.210311
sim_200_0-5_33_map.h5,50,10,mapping,60.2482,60.4585
sim_200_0-5_33_map.h5,50,10,gcp,0.845279,61.3038
sim_200_0-5_33_map.h5,50,10,total,9.75098,71.0547
sim_200_0-5_33_map.h5,60,10,init,0.207688,0.207688
sim_200_0-5_33_map.h5,60,10,mapping,61.021,61.2287
sim_200_0-5_33_map.h5,60,10,gcp,0.877919,62.1067
sim_200_0-5_33_map.h5,60,10,total,9.73865,71.8453
sim_200_0-5_33_map.h5,70,10,init,0.21972,0.21972
sim_200_0-5_33_map.h5,70,10,mapping,61.0208,61.2405
sim_200_0-5_33_map.h5,70,10,gcp,0.836798,62.0773
sim_200_0-5_33_map.h5,70,10,total,9.84781,71.9251
sim_200_0-5_33_map.h5,80,10,init,0.214952,0.214952
sim_200_0-5_33_map.h5,80,10,mapping,61.2807,61.4957
sim_200_0-5_33_map.h5,80,10,gcp,1.17729,62.673
sim_200_0-5_33_map.h5,80,10,total,9.48316,72.1561
sim_200_0-5_33_map.h5,90,10,init,0.205671,0.205671
sim_200_0-5_33_map.h5,90,10,mapping,60.0966,60.3022
sim_200_0-5_33_map.h5,90,10,gcp,0.802461,61.1047
sim_200_0-5_33_map.h5,90,10,total,9.77334,70.878
sim_200_0-5_33_map.h5,100,10,init,0.215016,0.215016
sim_200_0-5_33_map.h5,100,10,mapping,60.8712,61.0862
sim_200_0-5_33_map.h5,100,10,gcp,1.17505,62.2613
sim_200_0-5_33_map.h5,100,10,total,9.7088,71.9701
sim_300_0-5_71_map.h5,5,9,init,0.213415,0.213415
sim_300_0-5_71_map.h5,5,9,mapping,60.8598,61.0732
sim_300_0-5_71_map.h5,5,9,gcp,0.627159,61.7004
sim_300_0-5_71_map.h5,5,9,total,10.022,71.7223
sim_300_0-5_71_map.h5,10,9,init,0.213224,0.213224
sim_300_0-5_71_map.h5,10,9,mapping,61.0951,61.3083
sim_300_0-5_71_map.h5,10,9,gcp,0.704218,62.0125
sim_300_0-5_71_map.h5,10,9,total,9.96125,71.9738
sim_300_0-5_71_map.h5,20,9,init,0.217288,0.217288
sim_300_0-5_71_map.h5,20,9,mapping,60.746,60.9633
sim_300_0-5_71_map.h5,20,9,gcp,0.819006,61.7823
sim_300_0-5_71_map.h5,20,9,total,9.76992,71.5522
sim_300_0-5_71_map.h5,30,9,init,0.21572,0.21572
sim_300_0-5_71_map.h5,30,9,mapping,61.162,61.3777
sim_300_0-5_71_map.h5,30,9,gcp,0.731099,62.1088
sim_300_0-5_71_map.h5,30,9,total,9.84074,71.9496
sim_300_0-5_71_map.h5,40,9,init,0.215688,0.215688
sim_300_0-5_71_map.h5,40,9,mapping,61.0837,61.2994
sim_300_0-5_71_map.h5,40,9,gcp,0.882304,62.1817
sim_300_0-5_71_map.h5,40,9,total,9.71683,71.8986
sim_300_0-5_71_map.h5,50,9,init,0.232809,0.232809
sim_300_0-5_71_map.h5,50,9,mapping,60.2359,60.4687
sim_300_0-5_71_map.h5,50,9,gcp,0.812061,61.2808
sim_300_0-5_71_map.h5,50,9,total,9.82717,71.1079
sim_300_0-5_71_map.h5,60,9,init,0.216264,0.216264
sim_300_0-5_71_map.h5,60,9,mapping,59.3573,59.5736
sim_300_0-5_71_map.h5,60,9,gcp,0.806941,60.3805
sim_300_0-5_71_map.h5,60,9,total,9.82119,70.2017
sim_300_0-5_71_map.h5,70,9,init,0.212392,0.212392
sim_300_0-5_71_map.h5,70,9,mapping,61.1323,61.3447
sim_300_0-5_71_map.h5,70,9,gcp,0.865311,62.21
sim_300_0-5_71_map.h5,70,9,total,9.77085,71.9809
sim_300_0-5_71_map.h5,80,9,init,0.264234,0.264234
sim_300_0-5_71_map.h5,80,9,mapping,60.3729,60.6372
sim_300_0-5_71_map.h5,80,9,gcp,1.11716,61.7543
sim_300_0-5_71_map.h5,80,9,total,9.76109,71.5154
sim_300_0-5_71_map.h5,90,9,init,0.230088,0.230088
sim_300_0-5_71_map.h5,90,9,mapping,60.1941,60.4242
sim_300_0-5_71_map.h5,90,9,gcp,0.732122,61.1563
sim_300_0-5_71_map.h5,90,9,total,9.86724,71.0235
sim_300_0-5_71_map.h5,100,9,init,0.208391,0.208391
sim_300_0-5_71_map.h5,100,9,mapping,60.2746,60.483
sim_300_0-5_71_map.h5,100,9,gcp,0.830397,61.3134
sim_300_0-5_71_map.h5,100,9,total,9.81152,71.1249
sim_300_1-0_90_map.h5,5,14,init,0.235624,0.235624
sim_300_1-0_90_map.h5,5,14,mapping,61.6351,61.8707
sim_300_1-0_90_map.h5,5,14,gcp,0.947811,62.8185
sim_300_1-0_90_map.h5,5,14,total,9.95313,72.7716
sim_300_1-0_90_map.h5,10,14,init,0.227272,0.227272
sim_300_1-0_90_map.h5,10,14,mapping,60.6938,60.9211
sim_300_1-0_90_map.h5,10,14,gcp,0.754363,61.6754
sim_300_1-0_90_map.h5,10,14,total,9.83491,71.5103
sim_300_1-0_90_map.h5,20,14,init,0.208999,0.208999
sim_300_1-0_90_map.h5,20,14,mapping,61.2514,61.4604
sim_300_1-0_90_map.h5,20,14,gcp,0.965571,62.4259
sim_300_1-0_90_map.h5,20,14,total,9.68726,72.1132
sim_300_1-0_90_map.h5,30,14,init,0.205799,0.205799
sim_300_1-0_90_map.h5,30,14,mapping,60.5991,60.8049
sim_300_1-0_90_map.h5,30,14,gcp,1.3717,62.1766
sim_300_1-0_90_map.h5,30,14,total,9.28587,71.4625
sim_300_1-0_90_map.h5,40,14,init,0.2138,0.2138
sim_300_1-0_90_map.h5,40,14,mapping,62.1038,62.3176
sim_300_1-0_90_map.h5,40,14,gcp,1.13607,63.4536
sim_300_1-0_90_map.h5,40,14,total,9.50537,72.959
sim_300_1-0_90_map.h5,50,14,init,0.210055,0.210055
sim_300_1-0_90_map.h5,50,14,mapping,61.3448,61.5548
sim_300_1-0_90_map.h5,50,14,gcp,1.065,62.6198
sim_300_1-0_90_map.h5,50,14,total,9.55919,72.179
sim_300_1-0_90_map.h5,60,14,init,0.224424,0.224424
sim_300_1-0_90_map.h5,60,14,mapping,60.8239,61.0484
sim_300_1-0_90_map.h5,60,14,gcp,1.15153,62.1999
sim_300_1-0_90_map.h5,60,14,total,9.45416,71.6541
sim_300_1-0_90_map.h5,70,14,init,0.287371,0.287371
sim_300_1-0_90_map.h5,70,14,mapping,61.4104,61.6978
sim_300_1-0_90_map.h5,70,14,gcp,1.07671,62.7745
sim_300_1-0_90_map.h5,70,14,total,9.51276,72.2873
sim_300_1-0_90_map.h5,80,14,init,0.206119,0.206119
sim_300_1-0_90_map.h5,80,14,mapping,61.7582,61.9643
sim_300_1-0_90_map.h5,80,14,gcp,1.02804,62.9924
sim_300_1-0_90_map.h5,80,14,total,9.63446,72.6268
sim_300_1-0_90_map.h5,90,14,init,0.228296,0.228296
sim_300_1-0_90_map.h5,90,14,mapping,60.4493,60.6776
sim_300_1-0_90_map.h5,90,14,gcp,1.03767,61.7153
sim_300_1-0_90_map.h5,90,14,total,9.55634,71.2716
sim_300_1-0_90_map.h5,100,14,init,0.202792,0.202792
sim_300_1-0_90_map.h5,100,14,mapping,60.8264,61.0292
sim_300_1-0_90_map.h5,100,14,gcp,1.10705,62.1363
sim_300_1-0_90_map.h5,100,14,total,9.49909,71.6353
sim_150_5-0_91_map.h5,5,22,init,0.21652,0.21652
sim_150_5-0_91_map.h5,5,22,mapping,61.7512,61.9677
sim_150_5-0_91_map.h5,5,22,gcp,0.711706,62.6794
sim_150_5-0_91_map.h5,5,22,total,9.92884,72.6083
sim_150_5-0_91_map.h5,10,22,init,0.221032,0.221032
sim_150_5-0_91_map.h5,10,22,mapping,60.8326,61.0536
sim_150_5-0_91_map.h5,10,22,gcp,0.822269,61.8759
sim_150_5-0_91_map.h5,10,22,total,9.784,71.6599
sim_150_5-0_91_map.h5,20,22,init,0.205159,0.205159
sim_150_5-0_91_map.h5,20,22,mapping,60.6708,60.8759
sim_150_5-0_91_map.h5,20,22,gcp,1.31221,62.1881
sim_150_5-0_91_map.h5,20,22,total,9.59068,71.7788
sim_150_5-0_91_map.h5,30,22,init,0.210791,0.210791
sim_150_5-0_91_map.h5,30,22,mapping,61.5477,61.7584
sim_150_5-0_91_map.h5,30,22,gcp,1.23412,62.9926
sim_150_5-0_91_map.h5,30,22,total,9.39352,72.3861
sim_150_5-0_91_map.h5,40,22,init,0.203303,0.203303
sim_150_5-0_91_map.h5,40,22,mapping,60.7982,61.0015
sim_150_5-0_91_map.h5,40,22,gcp,1.43685,62.4383
sim_150_5-0_91_map.h5,40,22,total,9.22408,71.6624
sim_150_5-0_91_map.h5,50,22,init,0.200295,0.200295
sim_150_5-0_91_map.h5,50,22,mapping,60.7025,60.9028
sim_150_5-0_91_map.h5,50,22,gcp,1.50726,62.41
sim_150_5-0_91_map.h5,50,22,total,9.13118,71.5412
sim_150_5-0_91_map.h5,60,22,init,0.202952,0.202952
sim_150_5-0_91_map.h5,60,22,mapping,61.0202,61.2232
sim_150_5-0_91_map.h5,60,22,gcp,1.46034,62.6835
sim_150_5-0_91_map.h5,60,22,total,9.13809,71.8216
sim_150_5-0_91_map.h5,70,22,init,0.218792,0.218792
sim_150_5-0_91_map.h5,70,22,mapping,60.3637,60.5825
sim_150_5-0_91_map.h5,70,22,gcp,1.43864,62.0211
sim_150_5-0_91_map.h5,70,22,total,9.15838,71.1795
sim_150_5-0_91_map.h5,80,22,init,0.20644,0.20644
sim_150_5-0_91_map.h5,80,22,mapping,61.7536,61.9601
sim_150_5-0_91_map.h5,80,22,gcp,1.78093,63.741
sim_150_5-0_91_map.h5,80,22,total,9.12999,72.871
sim_150_5-0_91_map.h5,90,22,init,0.19988,0.19988
sim_150_5-0_91_map.h5,90,22,mapping,60.3826,60.5825
sim_150_5-0_91_map.h5,90,22,gcp,1.42914,62.0116
sim_150_5-0_91_map.h5,90,22,total,9.19748,71.2091
sim_150_5-0_91_map.h5,100,22,init,0.207559,0.207559
sim_150_5-0_91_map.h5,100,22,mapping,60.032,60.2395
sim_150_5-0_91_map.h5,100,22,gcp,1.81299,62.0525
sim_150_5-0_91_map.h5,100,22,total,8.81539,70.8679
sim_300_4-0_96_map.h5,5,5,init,0.202727,0.202727
sim_300_4-0_96_map.h5,5,5,mapping,61.1889,61.3916
sim_300_4-0_96_map.h5,5,5,gcp,0.905761,62.2973
sim_300_4-0_96_map.h5,5,5,total,9.93876,72.2361
sim_300_4-0_96_map.h5,10,5,init,0.21524,0.21524
sim_300_4-0_96_map.h5,10,5,mapping,61.2888,61.504
sim_300_4-0_96_map.h5,10,5,gcp,0.995172,62.4992
sim_300_4-0_96_map.h5,10,5,total,9.68844,72.1876
sim_300_4-0_96_map.h5,20,5,init,0.225609,0.225609
sim_300_4-0_96_map.h5,20,5,mapping,60.3576,60.5832
sim_300_4-0_96_map.h5,20,5,gcp,0.687673,61.2709
sim_300_4-0_96_map.h5,20,5,total,9.92797,71.1988
sim_300_4-0_96_map.h5,30,5,init,0.227369,0.227369
sim_300_4-0_96_map.h5,30,5,mapping,60.9372,61.1646
sim_300_4-0_96_map.h5,30,5,gcp,0.708602,61.8732
sim_300_4-0_96_map.h5,30,5,total,9.91655,71.7897
sim_300_4-0_96_map.h5,40,5,init,0.211592,0.211592
sim_300_4-0_96_map.h5,40,5,mapping,60.8762,61.0878
sim_300_4-0_96_map.h5,40,5,gcp,0.675513,61.7633
sim_300_4-0_96_map.h5,40,5,total,9.97009,71.7334
sim_300_4-0_96_map.h5,50,5,init,0.218088,0.218088
sim_300_4-0_96_map.h5,50,5,mapping,62.1387,62.3568
sim_300_4-0_96_map.h5,50,5,gcp,0.701817,63.0587
sim_300_4-0_96_map.h5,50,5,total,9.92352,72.9822
sim_300_4-0_96_map.h5,60,5,init,0.213032,0.213032
sim_300_4-0_96_map.h5,60,5,mapping,60.1286,60.3416
sim_300_4-0_96_map.h5,60,5,gcp,0.617558,60.9592
sim_300_4-0_96_map.h5,60,5,total,9.96548,70.9246
sim_300_4-0_96_map.h5,70,5,init,0.240265,0.240265
sim_300_4-0_96_map.h5,70,5,mapping,60.3724,60.6126
sim_300_4-0_96_map.h5,70,5,gcp,0.630295,61.2429
sim_300_4-0_96_map.h5,70,5,total,10.0025,71.2455
sim_300_4-0_96_map.h5,80,5,init,0.211208,0.211208
sim_300_4-0_96_map.h5,80,5,mapping,60.8215,61.0327
sim_300_4-0_96_map.h5,80,5,gcp,0.976931,62.0096
sim_300_4-0_96_map.h5,80,5,total,9.92375,71.9334
sim_300_4-0_96_map.h5,90,5,init,0.210728,0.210728
sim_300_4-0_96_map.h5,90,5,mapping,61.2343,61.445
sim_300_4-0_96_map.h5,90,5,gcp,0.692153,62.1371
sim_300_4-0_96_map.h5,90,5,total,9.91917,72.0563
sim_300_4-0_96_map.h5,100,5,init,0.218056,0.218056
sim_300_4-0_96_map.h5,100,5,mapping,61.2186,61.4367
sim_300_4-0_96_map.h5,100,5,gcp,0.681656,62.1183
sim_300_4-0_96_map.h5,100,5,total,9.91415,72.0325
sim_250_5-0_99_map.h5,5,23,init,0.212264,0.212264
sim_250_5-0_99_map.h5,5,23,mapping,61.9682,62.1804
sim_250_5-0_99_map.h5,5,23,gcp,0.734747,62.9152
sim_250_5-0_99_map.h5,5,23,total,10.0847,72.9998
sim_250_5-0_99_map.h5,10,23,init,0.223848,0.223848
sim_250_5-0_99_map.h5,10,23,mapping,62.9531,63.1769
sim_250_5-0_99_map.h5,10,23,gcp,0.767804,63.9447
sim_250_5-0_99_map.h5,10,23,total,9.88109,73.8258
sim_250_5-0_99_map.h5,20,23,init,0.214471,0.214471
sim_250_5-0_99_map.h5,20,23,mapping,60.9181,61.1326
sim_250_5-0_99_map.h5,20,23,gcp,1.03665,62.1692
sim_250_5-0_99_map.h5,20,23,total,9.56786,71.7371
sim_250_5-0_99_map.h5,30,23,init,0.218056,0.218056
sim_250_5-0_99_map.h5,30,23,mapping,61.1787,61.3967
sim_250_5-0_99_map.h5,30,23,gcp,1.29134,62.6881
sim_250_5-0_99_map.h5,30,23,total,9.32795,72.016
sim_250_5-0_99_map.h5,40,23,init,0.236328,0.236328
sim_250_5-0_99_map.h5,40,23,mapping,61.5906,61.8269
sim_250_5-0_99_map.h5,40,23,gcp,1.94788,63.7748
sim_250_5-0_99_map.h5,40,23,total,8.66198,72.4367
sim_250_5-0_99_map.h5,50,23,init,0.22004,0.22004
sim_250_5-0_99_map.h5,50,23,mapping,60.293,60.513
sim_250_5-0_99_map.h5,50,23,gcp,1.62051,62.1335
sim_250_5-0_99_map.h5,50,23,total,9.06791,71.2014
sim_250_5-0_99_map.h5,60,23,init,0.215368,0.215368
sim_250_5-0_99_map.h5,60,23,mapping,61.4453,61.6607
sim_250_5-0_99_map.h5,60,23,gcp,1.60687,63.2676
sim_250_5-0_99_map.h5,60,23,total,9.00461,72.2722
sim_250_5-0_99_map.h5,70,23,init,0.21684,0.21684
sim_250_5-0_99_map.h5,70,23,mapping,61.2312,61.448
sim_250_5-0_99_map.h5,70,23,gcp,1.61833,63.0664
sim_250_5-0_99_map.h5,70,23,total,9.01543,72.0818
sim_250_5-0_99_map.h5,80,23,init,0.217032,0.217032
sim_250_5-0_99_map.h5,80,23,mapping,61.6638,61.8809
sim_250_5-0_99_map.h5,80,23,gcp,1.59811,63.479
sim_250_5-0_99_map.h5,80,23,total,9.02151,72.5005
sim_250_5-0_99_map.h5,90,23,init,0.21476,0.21476
sim_250_5-0_99_map.h5,90,23,mapping,61.4163,61.6311
sim_250_5-0_99_map.h5,90,23,gcp,1.91393,63.545
sim_250_5-0_99_map.h5,90,23,total,8.74169,72.2867
sim_250_5-0_99_map.h5,100,23,init,0.215592,0.215592
sim_250_5-0_99_map.h5,100,23,mapping,61.5268,61.7424
sim_250_5-0_99_map.h5,100,23,gcp,1.62345,63.3659
sim_250_5-0_99_map.h5,100,23,total,8.98708,72.3529
sim_300_3-0_80_map.h5,5,11,init,0.225961,0.225961
sim_300_3-0_80_map.h5,5,11,mapping,61.1546,61.3805
sim_300_3-0_80_map.h5,5,11,gcp,0.951298,62.3318
sim_300_3-0_80_map.h5,5,11,total,9.94279,72.2746
sim_300_3-0_80_map.h5,10,11,init,0.217096,0.217096
sim_300_3-0_80_map.h5,10,11,mapping,59.7688,59.9859
sim_300_3-0_80_map.h5,10,11,gcp,1.09693,61.0828
sim_300_3-0_80_map.h5,10,11,total,9.77283,70.8557
sim_300_3-0_80_map.h5,20,11,init,0.239945,0.239945
sim_300_3-0_80_map.h5,20,11,mapping,60.9256,61.1656
sim_300_3-0_80_map.h5,20,11,gcp,0.954882,62.1205
sim_300_3-0_80_map.h5,20,11,total,9.67468,71.7952
sim_300_3-0_80_map.h5,30,11,init,0.220232,0.220232
sim_300_3-0_80_map.h5,30,11,mapping,61.934,62.1542
sim_300_3-0_80_map.h5,30,11,gcp,0.941954,63.0962
sim_300_3-0_80_map.h5,30,11,total,9.66451,72.7607
sim_300_3-0_80_map.h5,40,11,init,0.228328,0.228328
sim_300_3-0_80_map.h5,40,11,mapping,61.2514,61.4797
sim_300_3-0_80_map.h5,40,11,gcp,0.842271,62.322
sim_300_3-0_80_map.h5,40,11,total,9.77846,72.1004
sim_300_3-0_80_map.h5,50,11,init,0.2226,0.2226
sim_300_3-0_80_map.h5,50,11,mapping,60.614,60.8366
sim_300_3-0_80_map.h5,50,11,gcp,1.25652,62.0931
sim_300_3-0_80_map.h5,50,11,total,9.70521,71.7983
sim_300_3-0_80_map.h5,60,11,init,0.221031,0.221031
sim_300_3-0_80_map.h5,60,11,mapping,62.0506,62.2716
sim_300_3-0_80_map.h5,60,11,gcp,1.18436,63.456
sim_300_3-0_80_map.h5,60,11,total,9.41052,72.8665
sim_300_3-0_80_map.h5,70,11,init,0.212999,0.212999
sim_300_3-0_80_map.h5,70,11,mapping,61.38,61.593
sim_300_3-0_80_map.h5,70,11,gcp,1.20852,62.8016
sim_300_3-0_80_map.h5,70,11,total,9.45964,72.2612
sim_300_3-0_80_map.h5,80,11,init,0.213415,0.213415
sim_300_3-0_80_map.h5,80,11,mapping,60.107,60.3204
sim_300_3-0_80_map.h5,80,11,gcp,0.94493,61.2654
sim_300_3-0_80_map.h5,80,11,total,9.65993,70.9253
sim_300_3-0_80_map.h5,90,11,init,0.216872,0.216872
sim_300_3-0_80_map.h5,90,11,mapping,59.9648,60.1817
sim_300_3-0_80_map.h5,90,11,gcp,0.897376,61.0791
sim_300_3-0_80_map.h5,90,11,total,9.73133,70.8104
sim_300_3-0_80_map.h5,100,11,init,0.279306,0.279306
sim_300_3-0_80_map.h5,100,11,mapping,60.86,61.1393
sim_300_3-0_80_map.h5,100,11,gcp,0.905312,62.0446
sim_300_3-0_80_map.h5,100,11,total,9.73398,71.7786
sim_300_1-0_64_map.h5,5,22,init,0.230472,0.230472
sim_300_1-0_64_map.h5,5,22,mapping,61.8114,62.0419
sim_300_1-0_64_map.h5,5,22,gcp,1.01812,63.06
sim_300_1-0_64_map.h5,5,22,total,9.62287,72.6829
sim_300_1-0_64_map.h5,10,22,init,0.216008,0.216008
sim_300_1-0_64_map.h5,10,22,mapping,60.6946,60.9106
sim_300_1-0_64_map.h5,10,22,gcp,0.754491,61.6651
sim_300_1-0_64_map.h5,10,22,total,9.89172,71.5568
sim_300_1-0_64_map.h5,20,22,init,0.224264,0.224264
sim_300_1-0_64_map.h5,20,22,mapping,60.4209,60.6452
sim_300_1-0_64_map.h5,20,22,gcp,1.14612,61.7913
sim_300_1-0_64_map.h5,20,22,total,9.47423,71.2655
sim_300_1-0_64_map.h5,30,22,init,0.214344,0.214344
sim_300_1-0_64_map.h5,30,22,mapping,62.2593,62.4736
sim_300_1-0_64_map.h5,30,22,gcp,1.37941,63.853
sim_300_1-0_64_map.h5,30,22,total,9.28152,73.1345
sim_300_1-0_64_map.h5,40,22,init,0.221,0.221
sim_300_1-0_64_map.h5,40,22,mapping,60.6181,60.8391
sim_300_1-0_64_map.h5,40,22,gcp,1.7022,62.5413
sim_300_1-0_64_map.h5,40,22,total,8.92829,71.4695
sim_300_1-0_64_map.h5,50,22,init,0.210152,0.210152
sim_300_1-0_64_map.h5,50,22,mapping,61.7766,61.9867
sim_300_1-0_64_map.h5,50,22,gcp,1.76909,63.7558
sim_300_1-0_64_map.h5,50,22,total,8.89568,72.6515
sim_300_1-0_64_map.h5,60,22,init,0.223912,0.223912
sim_300_1-0_64_map.h5,60,22,mapping,61.3205,61.5444
sim_300_1-0_64_map.h5,60,22,gcp,1.69782,63.2422
sim_300_1-0_64_map.h5,60,22,total,8.92928,72.1715
